ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u2	In accordance with the opinion of the Conference of Presidents of 24 May 2022, you have received an amended agenda for today's meeting. In accordance with the opinion of the Conference of Presidents of 24 May 2022, you received an amended agenda for today's meeting. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u3	We must proceed to the admission and swearing-in of the alternate to sit in place of Ms. Evita Willaert, who resigned from May 24, 2022. We must proceed with the admission and swearing-in of the successor who is eligible to replace Mrs Evita Willaert, who has resigned from 24 May 2022. The alternate is Ms Kathleen Pisman, an alternate from the electoral district of East Flanders. The successor who will replace her is Ms Kathleen Pisman, successor to the East Flanders constituency. Kathleen Pisman's credentials were validated in our June 20, 2019 session. Mrs Kathleen Pisman's credentials were declared valid at our meeting of 20 June 2019. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification has, in view of the documents obtained, only a character of pure formality. Since the additional examination provided for in Article 235 of the Code of Choosing only concerns the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. I therefore propose that you proceed to the admission of this member. I therefore propose that this Member be admitted. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] Thus shall be done. Je rappelle les termes du serment: "Je jure d'observer la Constitution" "I swear to comply with the Constitution" "Ich schwöre die Verfassung zu befolgen." I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." I ask Mrs Kathleen Pisman to take the constitutional oath. I would ask Mrs Kathleen Pisman to take the constitutional oath.
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u4	Kathleen Pisman will be a member of the Dutch language group. Ms Kathleen Pisman will be part of the Dutch language group.
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u5	Ladies and gentlemen, we will begin the topical issues. For your information, I decided last week to test the exercise by taking place next to the ministers and the Members who ask the questions. After consulting with each other, I found that the exercise was not very conclusive. I suggest you continue to sit in my usual place, and keep you under high surveillance. I must also inform you that many of you have filed questions on the point permit. In the opinion of the group leaders consulted, it appears that we can organise a topical debate, which will take place just in the wake of topical issues. Questions will be addressed to Minister Gilkinet. The inquiry that was originally addressed to Mr Gilkinet in committee therefore falls, since we will have every opportunity to hear the questioner in this topical debate. Is there any comment on this? Are there any comments on this? [[No.]]
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u6	Minister, 1.3 million inactive people in an overstretched labour market, how is that possible? In some countries higher benefits are paid and more people are employed. Some countries have more people with a migration background and are also more active. Before some people start calling for tougher sanctions or some target groups, I can only stress that it is very complex to find a job in Belgium. For example, I hear bizarre stories from the volunteers of DUO for a JOB in Aalst, who guide people with a migration background to work. Young people who do want to work are completely lost because of inaccessible services. People who do want to work sometimes know too few other people and therefore do not enter the labour market. Job seekers want to work in shiftwork, but find no bus that takes them from home to the workshop. Those are some thresholds for getting a job. Those are the stories behind the numbers. We cannot solve all the problems here in Parliament. There is an important responsibility for the Länder. However, we have to deal with this, Minister. In the care we already do that: we get rid of that with the too high honorary supplements and use back-to-work coordinators. In short, we must all take responsibility together, including the social partners, to do something about it. Minister, what are you going to do to get the labour market reform back on track?
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u7	Despite the unprecedented crises, the corona crisis, the floods in Wallonia, the war in Ukraine and rising inflation, our rate of effectiveness has risen sharply. Just before the corona crisis, the employment rate was 70.4%. In 2021, it increased to 71,6%. In all regions, the employment rate is rising by 1.6 % in Brussels, 2.4 % in Wallonia and 0.5 % in Flanders. Those are the figures, Mr Anseuw. We also see the impact on the number of job seekers. In March 2020 there were about 327,500 jobseekers, in March 2022 there were about 296,500. So it's about 31,000 jobseekers less in two years' time. This result is due not only to the workability of our economic fabric, but also to the work I am doing together with my regional fellow ministers. I do not need to repeat that the follow-up, supervision and activation of job seekers are primarily regional competences. As far as federal powers are concerned, the government has already taken a number of measures to make works more attractive. I am thinking of raising the minimum wage, the mini-tax shift for the lowest and middle wages or ensuring good, healthy and safe working conditions. However, specific policies are needed for groups with a great distance from the labour market. For these groups, I organise an employment conference every year on the basis of the analyses carried out by the High Council for Employment. Last year's conference was about older workers. In the meantime, an action plan on this subject has been submitted to the social partners for their opinion. This year's conference puts people with a migration background outside the EU at the centre. The aim is also to present a specific action plan for that group. In the light of the principle of equal opportunities in the labour market, I have already taken several steps towards a better balance between work and private life and improving legislation on mistery calls.
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u8	Thank you for your reply, Minister. For us, Socialists, work is really essential. Quality work makes people happy and we need to focus more on that. Not only do we now find that jobs are not filled out, there is also a lot of talent lost. It is unacceptable to us that the willing should not be over-threshold. That is why Vooruit believes that this should be done. I am aware that it is a shared concern and I am therefore also looking at the results of the Employment Conference. That concern needs to be turned into action, and now is the time to do so.
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u9	Minister, half a million people in our country are long-term ill. Unfortunately, that is a sad record we can write on our conto. 36 percent of these people have psychosocial complaints at the root of the breakdown. Moreover, a recent study by the Social and Economic Council of Flanders, the SERV, shows that 300,000 people in addition are suffering from burn-out symptoms and that an employee on the two in Flanders thinks that the job is not workable. According to CD&V, these are reasons enough to give the highest priority. Prevention of burnouts is crucial. Burn-outs do not occur overnight. There are many causes and it is usually not just about too high a workload. The role of the executives is also crucial. The manager can play a crucial role in both prevention and timely detection of burn-out complaints, such as demotivation, reduced performance and regular short-term absence just before a final burn-out failure. What measures do you intend to take to assist employees and employers in the prevention of burn-out? For CD&V there is a need for a broad, global preventive approach, firstly by focusing on the timely detection of excessive workload. There are useful tools for this, including the Federal Government's questionnaire. Secondly, managers need to be trained for positive coaching of people. Thirdly, work and private life must be well defined. The employee should not be available to the employer day and night, people are entitled to deconnection. What initiatives do you take to realize those things that are important to CD&V?
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u10	Thank you, Mrs Lanjri, for your questions. I share your concern. SERV's report puts the finger on the wound. However, the report also referred immediately to the most efficient remedy. All interested parties need to invest more in preventing excessive stress and other psychosocial risks in the workplace. For me, this is one of the priorities of the policy on well-being at work. We're better off preventing than healing. That is why I want to focus fully on prevention, both in the law on various provisions on work, better known as the work deal, and also in the ongoing discussion on reintegration pathways and the federal plan on mental well-being at work. With regard to deconnection, the draft law provides for an obligation for companies to define the modalities through social dialogue. At least the modalities to be met are training and awareness-raising actions for employees and managers on the rational use of digital tools and the risks associated with excessive use. As far as the individual right to training is concerned, it is up to firms to offer training to employees, possibly through an intermediary such as a sectoral training fund. Within the federal plan for mental well-being at work, the national campaign is still running until the end of June. Sectoral projects, which focus on the primary prevention of psychosocial risks, are also in the starting blocks. It concerns 11 projects from September 2022, worth EUR 1.5 million. I am also preparing a structural strategic action plan on prevention for mental well-being at work, together with Ministers Vandenbroucke, De Sutter and Clarinval. You will find out more about this in the coming months.
ParlaMint-BE_2022-05-25-voorlopig-55-plenair-ip182x.u11	Mr. Secretary, as you pointed out, it's all hands on deck. We need to work together, across all policy levels, to tackle this problem. After all, nobody likes to sit at home with a burn-out. People like to make themselves useful and like to be among their colleagues. Nobody does that for fun. I therefore call on you to implement the plans and proposals that are there. Make sure they don't stay a dead letter. Ensure a good work-life balance through the right to deconnection. It's in the labor deal, but it's not there yet. Make sure that executives can get the training I just mentioned. Also make sure that there is good, affordable psychosocial assistance. Also make sure that people, when they fail, are accompanied on time and are quickly reactivated. According to the Court of Auditors, this too is crucial to intervene in a timely manner.
