Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	DermineThomas	Dermine, Thomas	M	1986	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	LoonesSander	Loones, Sander	M	1979	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	PrévotPatrick	Prévot, Patrick	M	1983	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic826x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic826x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	VerhelstKathleen	Verhelst, Kathleen	F	1969	
