Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	VindevoghelMaria	Vindevoghel, Maria	F	1957	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	RoggemanTomas	Roggeman, Tomas	M	1986	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	RoggemanTomas	Roggeman, Tomas	M	1986	
ParlaMint-BE-en_2022-07-13-voorlopig-55-commissie-ic861x	ParlaMint-BE_2022-07-13-voorlopig-55-commissie-ic861x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 13-07-2022	2022-07-13	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
