ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u2	Proposal submitted by: Proposal tabled by: Servais Verherstraeten, Hervé Rigot, Gilles Vanden Burre, Tim Vandenput, Wouter De Vriendt, Nathalie Gilson, Melissa Depraetere.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u3	The general discussion is open. The general discussion is open.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u4	Madam Chair, these are the bills that have been joined, the bills of the House of Commons. Servais Verherstraeten, Hervé Rigot, Gilles Vanden Burre, Wouter De Vriendt and Mrs Nathalie Gilson and Melissa Depraetere, repealing the law of 11 February 2022 confirming the royal decree of 27 January 2022 declaring the continuation of the epidemic emergency concerning the coronavirus pandemic Covid-19, number 2525/1, and the bill of Peter De Roover, Joy Donné, Yngvild Ingels, Sigrid Goethals, Frieda Gijbels, Kathleen Depoorter, Koen Metsu, Theo Francken, Björn Anseew and Peter Buysrogge ending the epidemic emergency, number 2524/1. MM. Verherstraeten and De Roover presented the subject of their respective proposals. The committee unanimously decided to adopt Bill 2525 as the basic text. While all the members who spoke during the discussion welcomed the end of the state of epidemic emergency, Mr. De Roover, Mrs Matz and Mr Boukili, for their part, repeated the criticisms they had already expressed on numerous occasions concerning the Pandemia Act. Ms Gilson recalled the unprecedented parliamentary process that led to the adoption of the Pandemic Act and strengthened control over the measures taken by the government. Mr. De Roover recalled that the favourable development of the epidemiological situation was already evident last February, but that this did not prevent the majority from confirming the continuation of the epidemic emergency situation. He also noted that Mr Verherstraeten's bill had been tabled when the opinions of the advisory bodies had not yet been communicated to Parliament, which might suggest that the content of those opinions was already known even before they had been drafted. Mr. Verherstraeten replied that he had only requested the inclusion of his bill after the notice had been sent to the House. During the discussion of the articles, Mr Verherstraeten presented Amendments Nos 1 and 2, tabled in response to a legal remark by the House services. The Royal Decree of 27 January 2022, confirmed by the Act of 11 February 2022, has the force of law. The repeal of the law of confirmation is therefore not sufficient to deprive this royal decree of its effects. The amendments therefore supplement the proposed law with a provision abrogating the Royal Decree of 27 January 2022. The articles, Amendments Nos 1 and 2 were successively adopted unanimously. The whole of Bill 2525/1 was adopted unanimously by a nominative vote.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u5	Madam President, ladies and gentlemen, I would like to thank the reporter for her oral report. That was necessary, of course, because we did not hold the session until yesterday and there was some urgency involved, as this House judged before the recess. As you know, the basis of what is happening here is the law on the epidemic emergency that a majority of this house has activated for three months. Not so long ago it was reactivated for three months. We're in that period now. We all walk around here without any concern and without a mouth mask. The room is completely open again. We're almost stacked on top of each other and meet in the walkways. But we must not lose sight of the fact that we are in the epidemic. It almost suggests that the Consultative Committee is made up of irresponsible figures who have pushed us into yellow prematurely. You will say that I am guilty of a form of exaggeration, but the assessment of the situation is done, according to the law, on the basis of expert advice. An important opinion comes from the RAG, the Risk Assessment Group. A few weeks ago, when we received the government's proposal to extend the epidemic for another three months, I read out the report at the time because I thought it was slightly alarmist. But we received another report on 28 February 2022. Mr Verherstraeten, you denied in committee that you ordered it. After all, this has suddenly come down shortly after your legislative proposal. There are four criteria that the law sets out to assess whether we are in an epidemic emergency. Who amazes me when I read that the RAG considers that the criteria A, C and D are still being met. There is, of course, a favourable evolution. Let's not panic. Although there is an improvement for criterion B, the pressure on the healthcare sector remains high. The RAG therefore still considers the epidemiological situation to be worrying. "In a context of rapid easing of the measure, giving the public the impression that the pandemic is behind us, with a still high circulation of the virus, so that we could stick on a high plateau and get a flare-up to a next wave much faster. The emergence of new potentially more serious variants remains uncertain. A relaxation of national coordination is recommended only in an epidemiological context of level 1 where virus circulation is under control, which is not yet the case." End quote, signed by a series of experts that we have regularly seen appear in the media in the past few months. If you read this carefully, you will realize that there is still a great deal of doubt as to whether we should actually proceed with the lifting of the epidemiological emergency, or whether we are not too quick. A human being would be tempted, despite the reserves I have always had against this technique, to say: are we not getting ahead of ourselves here too quickly? But there is also the Coronac Commissariat. The Coronac Commissioner has read this text in such a way that, in conjunction with the Minister for Health, as the legislation provides, it believes that today we can rest assured that tomorrow, 11 March, the epidemiological situation would have passed. That means that this House is finally taking back its full powers. Why these slightly ironic remarks from me? I would actually like to point out, ladies and gentlemen, that we have adopted a pandemic law which gives rise to fickleness, to greyness, to unclearness, and which, if you wish, ladies and gentlemen, still offers arguments to prolong the epidemic situation until today. Perhaps to some amazement or amazement in the outside world, we would soon be able to decide by a majority. This is a law that can always be applied in all directions. So it's a bad law. We are actually witnessing the application of a bad law here. Now you will say: the debate today is no longer about the law as such, the discussion is about whether the conditions are still met. Do you remember the debate two or three weeks ago, when the government said it heard everything from the Chair, but is the conditions of the legislation fulfilled? To date, we cannot really say 100% that this is no longer fulfilled. Ladies and gentlemen, we will be out of here shortly. I assume that voting will not change in relation to the committee yesterday. As far as I'm concerned, we'll never activate that law again. I would even suggest that, with the experience we have today, we refer that law to the scrap heap as soon as possible. This is a thing. This is a gambler. This is something that everyone can interpret at random in one direction or another. Today we happen to be in a situation where it would be awesome to prolong that epidemiological emergency. No one would understand that. However, according to the law as it is available to us, we could still decide today to continue it. This law brings with it a great deal of uncertainty. She limits our home to establishing what the Minister of Health, in consultation with the Corona Secretariat, is presenting as an interpretation of the Risk Assessment Group's report. We have to listen to that and then decide, like last time, to press the green button to add another three months. Today we have no choice but to press the green button to establish that it can be terminated prematurely. Ladies and gentlemen, of course we are going to vote in favour. This is a bad law, so its application is also bad. With the adoption of the legislative proposal, Parliament will regain full power. That is a very important matter of principle. Against the backdrop of the brutal application of the legislation, I would like to ask the following question. Ladies and gentlemen, should we not now consider, after this experience, beyond the limits of majority and opposition, that this thing, the source of today's debate, should disappear as such? My group will vote in favour today and will vote in favour of the proposal that we are going to table to abolish this law.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u6	Madam Chair, I find it difficult to find the right tone to comment on this bill tonight because obviously we want to rejoice, but the particularly heavy and worrying context does not really allow us to say that we are going to find carelessness at the same time as spring. It is not obvious to celebrate the return of our freedoms when the freedoms of others are so severely trampled at the foot for the time being. However, I don't think we should be completely squandering our pleasure either. After two years, it is still good to see that at least here, things are moving in the right direction. It is good to see that the evolution of the epidemic situation allows us today to make the reverse of what we did last fall to declare the epidemic emergency and, again in early February, to prolong it. Now, the cumulative criteria that are included in the Pandemic Act are no longer met. It is therefore a matter of bringing an end to the epidemic emergency and, consequently, the lifting of numerous administrative police measures. Yes, we find a lot of freedoms, a lot of things that we have missed for the past two years, and we obviously have a special thought for all the professions that have experienced such difficult conditions during the pandemic. As far as we are concerned, we are a number of colleagues sitting here today for the first time in the place assigned to us with our name in a full Chamber and voting on a screen other than on a screen. This is another experience of deliberative democracy. I must say that this is rather pleasant, but, as Mr De Roover pointed out, of course, it is not a question of putting any caution on the nettles. The situation must continue to be closely monitored, as it is still quite worrying. Covid-19 hasn't disappeared. There must be some common sense in the organization of things and in the interactions for the protection of all. Just now, it must be noted that the virulence, spread and dangerousness of the virus no longer warrants us to maintain restrictive measures. In the provisions of the Pandemic Law, there was this requirement that was very important to us and that we insisted on from the beginning. It was that the duration of the measures should be limited to the strict necessity. And it was repeated again last month when the epidemic emergency situation had been prolonged and, with it, the additional powers given to the government: not a day more than necessary. Today, however, the barometer is yellow. We can repeal this extension law that we took just a few weeks ago, without waiting for the three-month deadline that had been given to the government. The spirit and letter of the Pandemic Law are respected here. I think that's a very good thing. However, I would like to reiterate that the Pandemic Law was not in itself an instrument of restricting the freedoms of citizens. On the contrary, it was a tool that was certainly not perfect but that allowed the government to control its actions in times of epidemic crisis, better than the 2007 Civil Security Act. "The executive is the power that is most likely to invade." These are not my words. It was the words of our first President of the House, Mr de Gerlache, who observed this trend which is obviously exacerbated in times of crisis, where the concerted decision-making processes and Parliament's intervention may seem cumbersome. It is in the light of this natural trend that, for at least a year and a half, environmentalists have been advocating for the continuation or restoration of the democratic debate in the decision on measures to combat the pandemic for greater involvement of parliamentarians. I was able here to plead with other colleagues for the adoption of a legislative framework that would frame the measures taken by the government, which ensured parliamentary scrutiny in the name of the principle of legality, in the name of the public democratic debate but also in the name of the need to increase understanding and adherence to the measures. The frame had been taken. It had been voted. If, today, we can obviously rejoice at having the opportunity to put it aside, it is not totally excluded that it should be activated again in the future. On this subject, Mr De Roover, I will remind you, however, that the Pandemic Law did not say its last word. You may have forgotten it, but there's still one more step. Within three months, the government will have to submit an evaluation report which will address, among other things, proportionality and respect for fundamental rights, with – which is important to us – attention to the fundamental rights of vulnerable individuals and groups who have been able to experience a more difficult or perhaps, in some cases, disproportionate impact of certain measures, because of their particular situation. We look forward to this report with great attention and interest. We expect the government to do this exercise with great seriousness even though we are obviously aware that one crisis is chasing the other and that the situation is very tense for everyone. Nevertheless, it is an exercise that we cannot neglect. We must take this opportunity to take a critical look back, since, if necessary, in the light of the findings and conclusions, amendments can be proposed to this pandemic law in order to better regulate its possible future application. We must be prepared in this regard even if, of course, everyone here hopes that we will never have to mobilise this law again. In conclusion, it goes without saying that we fully support the adoption of this repeal law and that we will push the small green button tonight with great conviction.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u7	Madam President, what to say is that I obviously join my colleague's enthusiasm. A few days ago, the Prime Minister announced at the Consultation Committee that an important page was turning. Indeed, with happiness – which everyone shares – she is turning around. For weeks and months, two years, terrible measures were taken. They were very difficult for our fellow citizens. They imposed themselves, while being painful to take, in order to fight a global pandemic and its consequences for our everyday lives. This virus has caused many victims and has severely hampered the activities of many sectors. Many of our certainties and habits have been fundamentally challenged by this virus. I repeat, none of these measures have been taken with joy. We have all been aware of the need to protect our hospitals and avoid their saturation, to ensure operational health care, and the functioning of essential sectors such as education. This has prompted us to make these decisions that are so difficult, but courageous and necessary. Today, the numbers allow us to blow. However, as my colleagues indicated, the barometer is yellow; it is not yet green. We have a glimmer of hope, we are at the gates of spring, but it is not yet the summer sun. We will still have to remain vigilant in the coming months, but we still have to enjoy our happiness with a new freedom thanks to the efforts made by each of us for so many months. Immunization is and continues to be one of the keys to this success. It will therefore have to continue. She helped us get out of this acute crisis. We will have to continue to adopt several barrier measures, which will allow us to move towards the summer and say goodbye to this damn virus. Vigilance remains, but hope is there. Colleagues, as far as parliamentary work is concerned, I am satisfied that the whole parliamentary review process that we have demanded has been respected. It was provided for in the Pandemic Law and was scrupulously followed. Yesterday, we received the last report, and I hope that there will be no more. Our assembly was particularly active during this period. I thank all the services that have made this work possible under special conditions. It was a hard job. Thank you to all the staff of the various committees, thank you to the staff of the House for their availability at every moment. It was essential in a rule of law. When the figures justified a further extension of the state of pandemic emergency, we said: "There will not be a day too many of this heavy and certainly not insignificant device and we will lift these constraints and prohibitions as soon as the glimmer of hope is back." Today, we can do it with pleasure and happiness. Together with my colleagues, I would like to introduce this text, which aims to remove all these constraints and restore freedom of life. I would also like to commend the work of the women and men who have been at the forefront of this virus. I would also like to have a thought for all the Belgians who have been affected by this virus, whether in terms of their personal health, whether it is the loss of a relative or the socio-economic consequences of this virus on their profession and on their lives. In conclusion, I would like to reiterate the importance of learning from this acute crisis. It is not because it seems to be behind us that we must not fear new pandemics or new crisis situations. The recommendations of the special commission of our Assembly must now be implemented by the executive branch. Once again, we must call for the coherence and legitimacy of the measures that must be scientifically supported in the face of such a pandemic. An essential coherence at the Belgian and European institutional level is necessary. At the most we will ensure that the decisions taken are legitimate, consistent and understandable, as much as our fight against coronavirus and its variants, but also – I do not wish – other pandemics will be effective. Nor will I forget our public services, which have played and continue to play an essential role throughout this pandemic; they will still be with us tomorrow. Having often been seen by some as an adjustment variable, our public services have demonstrated their extreme necessity. They have enabled us to cope, at the height of the crisis, and still today, while vigilance remains. Finally, international solidarity. It must not be a slogan, it must be a fact. Even if the figures in Belgium and Europe go in the right direction, this pandemic will only be behind us when the whole world has access to the vaccine and health care. So, ladies and gentlemen, let us not squander our happiness today to give freedom to each and every one of our fellow citizens and to us. How happy to see you again in a world where it is good to breathe without a mask!
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u8	Colleagues, when the epidemic was only extended for three months last month, my group voted against. We saw no objective reason for this at the time. The majority approved the extension under the pretext of vigilance and caution. But acting with caution is not the same as using a heavy, exceptional legal procedure and vigilance does not mean prolonging an official emergency. When the majority approved the legislative proposal on this matter not so long ago, it was already clear that the situation was very favourable. The figures showed that at the time. I have therefore argued this in detail. Even corona commissioner Pedro Facon advised black and white that the corona situation would only become more favourable in the coming months. Nevertheless, the emergency situation had to be extended, not for a few weeks, not for one month, for no less than three months. The figures did not in any way call for an emergency at the time. Today's figures mean even less. I did not get an explanation last month as to why the emergency had to be extended by three months or why, at a time when all the other countries were celebrating the reins, there was still a need for an emergency here. Luckily, that will end today. Of course, we will consistently support the end of the legal emergency today. After all, there has been no epidemic for a long time. Today is finally the end of the emergency situation as laid down in the pandemic law. As mentioned by my colleague, last month, according to the criteria and definition of the pandemic law, an extension of the emergency situation was perfectly possible. That far too broad definition is exactly one of the problems. We debated it extensively at that time. That is also one of the reasons why we opposed that pandemic law. The pandemic bill is still there. As long as that pandemic law is in place, it is a matter of waiting for who, when and why the law will be used again to introduce such an exceptional legal emergency. As Minister Vandenbroucke said about the CST, she is in the umbrella stand and can easily be removed from it. Let me take this opportunity to talk about that CST, because we are not yet finally rid of it. That CST is inherent to the coronobarometer. Last week, in the Committee on Health and Equal Opportunities, the final debates on the vaccination obligation took place with a small step towards the CST. It is clear why there are no lyrics on the table: the Vivaldi parties do not agree on that either. It was remarkable how Ecolo-Green tried to demonstrate, as the party has been doing in the press for several weeks, that it had always been against the CST, while the Group of the European People's Party (Christian Democrats) and European Democrats still supported it. What worries me today is that one of the government's regular advisors, vet Steven Van Gucht, even considers it a useful tool in a regular seasonal flu. I have sufficiently demonstrated when discussing the introduction and the extension of the pandemic law that the very broad definition of the pandemic law is even useful in the event of a severe seasonal flu. Prime Minister De Croo has always said that the corona pass would not last a day longer than necessary. However, I conclude that he saw a need until the beginning of this week. However, there was absolutely no need for this until the beginning of last week. There's never been that need. As far as the point is concerned, Steven Van Gucht puts it this way: "To be useful is not the same as being necessary." By the way, many virologists-experts share the view of the Flemish Interest that the CST has never been useful and has never worked, unless counterproductive and polarising. Why am I quoting that today? I do that because the end of the pass company is not yet in sight. After all, the annual report on EU citizenship, which was discussed in the European Parliament last week, calls for a European digital identity under the pretext that all EU citizens and, of course, the disadvantaged groups should be given more citizenship rights. The European Commission seems to want to develop a European digital identity and push through a digital wallet. I would like to warn you about that today. We saw during the corona crisis the unacceptable control society that we can grow into in such a short time, a pass society that made citizens dependent on a centralised digital green light to be and still be a free citizen. This so-called CST became the pre-image of the control society according to the Chinese model, where freedom is a reward given to citizens with the correct behavior determined by big brother. The EU's digital wallet is another step towards that control company. Freedom in that context is no longer untouchable above all else. If one goes on like this, freedom will soon be generously granted through the digital wallet. We heard such statements from the President of Vooruit in relation to this matter a few months ago. He also sees freedoms as a reward for the citizens, which can be granted at his discretion. In this way, the EU will facilitate the organisation of the lack of freedom. If that is the path you are taking, then the corona law is just a preview or a test phase for the further slipping and anchoring of a control company. The Flemish Interest will oppose this. We will wipe that off the table, and I hope you will do the same. The pandemic law is a thing. We did not wish to apply it for the first time. We did not wish to extend it either. So we will be happy to support the end of its application today, to end positively, better late than never. Please do not apply the pandemic law again next time. Just don't ever use it again. Let it be the final end of emergencies, powers of attorney, coronarepression and doom messages. I hope that in future we can focus on democratic decision-making, on trust between government and citizens and, in particular, on public confidence in the sense of the citizen, in the sense of responsibility. Let's just say that what we've missed so much over the past two years.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u9	Madam President, ladies and gentlemen, the MR Group naturally supports this bill, of which we are co-signatories. Of course, even if the greatest vigilance remains, and the international context, with Russia's aggression against Ukraine, is dramatic, I cannot avoid saying that today is an important day. Allow me, in a few words, to put into perspective what we are doing today and to briefly return to the tool of the Pandemia Act. Like other commissioners of the Special Commission, I recall what some health experts have told us, namely that we cannot, unfortunately, exclude any further pandemics in the future. Therefore, important work was done before the adoption of the Pandemia Act to establish a legislative framework. It has much greater control and involvement of Parliament. This Pandemia Act was passed following numerous hearings of personalities, professors from the academic world, on a draft bill. It was an unprecedented process. The Minister of the Interior then took into account many of the remarks made by the House in the report that was made following the hearings. The current procedure shows this Parliament's follow-up, this greater transparency, the taking into account of the opinions of multidisciplinary experts who have been transmitted to us by the government. We had included in the Pandemia Act the fact that the impact on mental health and the economy had to be taken into account by the experts in their opinions to the government on the measures to be taken in the context of managing the covid crisis. We also obtained regular follow-up in the House. Indeed, since the outbreak emergency statement, we have had a monthly exchange of views with the Minister of Health, the Minister of the Interior and other ministers, as appropriate. The MR Group welcomes this involvement of Parliament and legislative control over the government's management of the crisis. Today, it is clear, in the light of the latest figures, that we can take the decision to repeal the Act of February 11, 2022, which confirmed the Royal Order declaring the continuation of an epidemic emergency. We can also decide to repeal the Royal Decree on the declaration of the epidemic emergency, and its decision to maintain it; and also, the Royal Decree of 28 October 2021 on the administrative police measures, which were taken and which were restrictive of freedoms, to manage the crisis, but which were taken within this legislative framework of the Pandemia Act. While we remain cautious about the evolution of the virus, which unfortunately has not disappeared, we find that the conditions of the epidemic emergency are no longer fulfilled. The passage of our bill today is very welcome. It will not fail, I imagine, to rejoice our fellow citizens, all of whom have been affected by these long months of health crisis. We will also, like other colleagues, be attentive to the evaluation reports that the government will have to submit to us within three months on the implementation of the Pandemic Act. The House will then have to consider this evaluation report and decide to repeal the Pandemic Act, the framework or amend it. Colleagues, I won't be longer. The bill before us today shows us the democratic functioning of our country and the importance of the role of this House. The MR Group welcomes this and will support this bill.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u10	Madam President, we've been in yellow since Monday. Yellow reminds me of a beautiful place in the Kempen. It is a colour that does not remind me of a party, but above all of sunshine and cheerfulness, and I noticed that in plenary today when we were all here. With the necessary irony, Mr De Roover referred to the opinions of the experts needed to see whether or not that law could be applied. What the experts have done, even with the latest advice, is very legalistic. The pandemic law states in Article 2 that you have to meet four conditions. The opinion says that three of the four conditions are still met, but not the fourth. The opinion partly points out that the situation has, of course, and fortunately, improved considerably, but that it is still not riskless. Consequently, we should not be overconfident. There are still figures that are rising slightly even now. That was foretold and foretold. They follow the best simulations and assume that the situation will only improve in the short term. So that law is not a thing where we are reduced to decision-makers. If measures are to be taken in the near future to maintain, for example, a duty to mask the mouth on public transport or in the care sector, a new legal basis will have to be established for this. This legal basis allows for less proactive control and less retrospective control than is currently available under this pandemic law. We were more than determinations, we were active successors. The CD&V Group does not advocate the abolition of this law. We hope, however, that this law will no longer have to be applied, in particular because the legal conditions are no longer met, which means that we will not have a revival of COOVID-19 or a new pandemic. The only way to prevent this from happening, in order to achieve it in one piece, is the same way as the way in which we may not yet be able to control this pandemic, but in the meantime we are already managing it. We owe this management to the tens of thousands of employees in the healthcare sector, the tens of thousands of employees who are responsible for our safety, the hundreds of thousands of volunteers and the local authorities. In particular, we owe it to the millions of Belgians, who have implemented and respected the measures imposed, despite their possible questions, not only in the interests of their own health, but above all in the interests of the health of their fellow citizens. We must thank them for that. We hope that this emergency will not return. We shall, of course, be voting in favour of the proposal for the lifting of the Royal Decree.
ParlaMint-BE_2022-03-10-voorlopig-55-plenair-ip168x.u11	Madam President, the evening would not have been a success if I did not respond to Mr Verherstraeten's otherwise appreciated speech. Mr Verherstraeten, you say that three of the four criteria are met and one criterion, criterion B, is not. On criterion B, which would not be fully satisfied, the RAG says: "Can still have consequences for health care." That's exactly what I'm quoting. The legislation says, "This leads or can lead to." In other words, this fourth condition is actually met. You are shaking no, what I say out loud, because your main movement is not included in the report. Once again, I read literally from the opinion of the RAG: "Can still have consequences for health care, which was already weakened by the previous waves." The legal text states: "Leads or can lead." That is the point we have always talked about. "Can lead' is a grey zone that can or cannot always be considered completed at will. So if you'd like to go through with it, you can. It seems that you are no longer in the mood, and that is why you have tabled the proposal. But there's still time. It is not the case that today we are objectively establishing that the pandemic law can no longer be applied. It is in that way that I demonstrate that the pandemic law is fundamentally wrong, Mr Verherstraeten.
