Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	BoukiliNabil	Boukili, Nabil	M	1985	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	DeSutterPetra	De Sutter, Petra	U	-	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PVDA-PTB	Partij van de Arbeid van België - Parti du Travail de Belgique	Opposition	Left to far-left	BoukiliNabil	Boukili, Nabil	M	1985	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	VicaireAlbert	Vicaire, Albert	M	1957	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	DAmicoRoberto	D'Amico, Roberto	M	1967	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	VerhelstKathleen	Verhelst, Kathleen	F	1969	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	DeSutterPetra	De Sutter, Petra	U	-	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	DAmicoRoberto	D'Amico, Roberto	M	1967	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	VerhelstKathleen	Verhelst, Kathleen	F	1969	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	DAmicoRoberto	D'Amico, Roberto	M	1967	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	DeSutterPetra	De Sutter, Petra	U	-	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	DAmicoRoberto	D'Amico, Roberto	M	1967	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	DeSutterPetra	De Sutter, Petra	U	-	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	DeSutterPetra	De Sutter, Petra	U	-	
ParlaMint-BE-en_2022-06-22-voorlopig-55-commissie-ic830x	ParlaMint-BE_2022-06-22-voorlopig-55-commissie-ic830x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-06-2022	2022-06-22	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
