ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u2	In accordance with the opinion of the Conference of Presidents of 4th 2022, you have received an amended agenda for today's meeting. In accordance with the opinion of the Conference of Presidents of 4 May 2022, you have received an amended agenda for today's sitting. Is there any comment on this? Are there any comments on this? Accordingly, the agenda was adopted. The agenda has therefore been adopted.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u3	Madam President, ladies and gentlemen, I note that there are two questions about the imminent execution of Professor Djalali. So we will soon have the Prime Minister's reply and the government's answer. However, I would like to ask you a question about the groups. May I invite you to take an initiative from the Chamber, following the resolutions that have already been adopted, so that we can send a signal in the plenary at the latest next week? I am convinced that this will be supported on a wide scale. I think it is important, in the light of events, that the Chamber should express its opinion on this matter, regardless of what the government will say in a moment.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u4	Mr De Roover, I asked you to prepare a letter. The Senate President and myself will sign them together.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u5	Madam President, Prime Minister, at home financial affairs are becoming normal for more and more people. However, that is not without risk. It is therefore a good thing that Febelfin was able to announce the decline in the number of successful attempts at phishing fraud the day before yesterday. As much as nine million euros were taken less than the year before. That is a quarter less than in 2020, and that is a good thing. Banking monitoring, awareness campaigns and good cooperation between different stakeholders have contributed to this and demonstrate the importance of good cooperation. At the same time, however, we must not be blind to the great amount of work on the table. Fraudsters abuse vulnerable people. Colleagues, unfortunately, a lot of people are financially vulnerable in the present time. They are vulnerable to beautiful offers that unfortunately cannot be realised. They are bombarded with e-mails, phones, texts and even by letter. It's too much to mention. With one simple click on a website that seems legitimate, all data can be stolen. Prime Minister, you know as well as I do that in 2021 EUR 25 million was taken. That is money that can only be stolen because our society demands that more and more people handle their business digitally. That requires a firm approach. With Vooruit we want a structural approach that protects people online. Prime Minister, we are all vulnerable. That is why I have the following question for you. What additional actions are you planning with the government to stop this new form of fraud?
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u6	Mr Moyaers, thank you for the very pertinent question. As you said yourself, we are all vulnerable. It's not just about people who have digitally less experience. In the end, we are all vulnerable to phishing. Within the cybersecurity strategy, the Centre for Cybersecurity Belgium (CCB) has highlighted phishing as a priority. It doesn't just do that, by the way, but together with Febelfin. The sector subscribes to this, along with the Cyber Security Coalition. Our approach is one in which the government cooperates with the providers of critical infrastructure and with the financial sector. One of my initiatives is the Safeonweb app that I recommend everyone to install. It is a very current source to get information about the latest phishing campaigns. They're collected by the Cybersecurity Center. There's information there. It is interesting to check, for example once a week, what are the latest cheating methods used, and thus get a little sensitivity to the theme. In the end, that's the point. We should all get the healthy reflex in our digital life, which has become a part of our total life, in matters that look a little suspicious, or in matters that look a little too good to be true, always be particularly careful and pass them on to the Cybersecurity Centre. You will also have noticed that this government has also made funds available for this. In this year's budget, 5 million was made available in addition, and another 6 million in budgetary control. In the European Investment Fund, we have invested 79 million in cyber security. Cybersecurity is an essential element of the new National Security Strategy that has been adopted. But the real security strategy is one where we are all alert together and take action when we see something suspicious.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u7	Prime Minister, your efforts and those of the government will be supported by the tabling of a resolution. However, I would like to draw attention to a curious trend which I have also identified in my province. There are considerable differences in speed of operation between police zones. Reporting fraud to the police is quite a difficult matter, as it requires some specific knowledge. In my police area, a very large one - there is sufficient knowledge in this area. However, I note that this is much more difficult for smaller police areas. The way in which people are protected as citizens should not depend on the size of the police area. I can only stress the importance of a good exchange of practices in order to pass on information efficiently, because this battle can only be won if we run it together.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u8	Madam President, Prime Minister, ladies and gentlemen, since the blue light, Guy Verhofstadt, and the red Johan Vande Lanotte sold Electrabel to Suez in 2007, now ENGIE, Electrabel has become a Flemish milk cow. A milk cow that grazes here, which is fattened here, but is milked in Paris. Last week, we saw that they spent EUR 1.24 billion of these usury profits on the French millionaires, as you would like to call it, Mr Hedebouw. Minister, what is the result of our energy problems? Inflation has risen to more than 8%. If we take out the energy and the petroleum, we'll only get 2%. What are we doing? We can't afford the electricity anymore. Last week, I heard all the parties, in May speeches, talking about the rich tax, purchasing power contributions, over-profit contributions and even the green army's contribution to war. My question is whether you will be raising taxes now, Minister. What's this over-profit contribution gonna be? What will be the purchasing power contribution? We live in a country where 54% of what we produce already goes back to the government, with a total tax burden of 43% of our GDP, after France and Denmark the highest in the world, with taxes on labour, Mr Communists, of 41.2%. But also a tax on capital, Mr Hedebouw, of 40% and even a corporation tax of 25%. In short, what will happen to increase purchasing power?
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u9	Mr Dedecker, if you look at inflation in our country and throughout Europe, you will see that inflation is driven by energy prices. However, in the United States it is more of a monetary phenomenon. The fact that inflation is driven by energy does not necessarily have to do with one company or another. We can see across Europe that raw materials have increased. That is why we have repeatedly urged the European Commission to tackle the problem of gas and oil prices at the root. So we want to avoid being forced as countries to buy energy expensively in international markets because, for example, countries are being played against each other. We must do this in group and use our European dimension. We must also look at measures such as price cap when we see that price increases are no longer justified. We have also taken measures in our country. I will not go into detail about the package of more than EUR 3 billion of measures we have taken to try to get the energy price down. In my view, the main element on which we speak too little in our country is an automatic mechanism: indexation. In other countries we are beginning to negotiate today what we could do to increase wages. In our country, that's something that happens automatically. We are in other countries; we are protecting our citizens from rising prices. That's about amounts that make a difference. For example, if one looks at the salary of a child carer or carer, one can see that they had a wage of, for example, EUR 1,850 at the beginning of the year. Now they have 100 euro net more. A couple that earns 3,700 net, for example, already has 180 euros net more since the beginning of the year. In other countries, action is being taken in our country to protect people from the loss of purchasing power. It is therefore a question of purchasing power, but of course it is also a question of competitiveness. Competitiveness, job creation and maintaining these jobs are tomorrow's purchasing power. That is a balance in our country in which we protect people today. If we compare this with other countries, we can see that we are doing better today than in other countries where we are still waiting.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u10	Prime Minister, you are getting rid of it easily in terms of energy. We pay to France. You are talking about the international prize, but what have the French done? They've done a price freeze. They have set a maximum on the price of electricity. And what do we do? We'll pay for the French. The profits that are made here go to Paris and we pay for it. You are bound with your hands and feet on the basis of the dependency of ENGIE, because you now have to get back to Paris on your knees to keep the nuclear power stations open and to lose your money in gas plants. That's where the dog is bound, Prime Minister.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u11	Prime Minister, there is a sixth package of sanctions on the table against Putin's regime. These are financial sanctions, whereby the Russian banks are thrown out of the international banking system, and economic sanctions through the oil embargo, which is hitting the financing of Putin's war. This shows once again the unity and strength of Europe, which we welcome. We need to pull the same lever. A survey in De Standaard shows that we are all in favour of these sanctions, but we need to stay alert. The companies are in severe weather. It was already not easy during the corona crisis and with this war it has become much more difficult. Entrepreneurs must necessarily seek new supply channels, reinvent themselves and seek other solutions. They must also deal with the immense increase in fuel, energy and labour costs. Fortunately, the impact on families would be limited in the long term, as a study by Ghent University shows. However, the sanctions imposed on citizens in their pockets also affect the economy. Citizens and businesses must keep a cool head together and policies must be able to reassure society with realistic action. After all, sanctions are not the real problem, they are the war. I hope that we can learn how to gain more economic independence and self-reliance, so that we can cope better with a crisis of such price increases in the future. Prime Minister, how can you reassure us?
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u12	Mrs Verhelst, as you know, there is a sixth package of sanctions on the table today, in which our country has played a very active role. For example, our country has developed the financial sanctions to completely decouple the largest Russian state bank from international payments on the basis of the knowledge we have of SWIFT, among other things. Of course, we want to be able to hit the Kremlin's war chest directly. We are doing so through the full phasing out of Russian oil imports by the end of the year and the accelerated phasing out of our dependence on Russian gas. The European Union is decoupling itself from Russian energy step by step. That is a good thing. We are doing this step by step, because we want to avoid pushing our own European economy right into a recession, which is possible if we do this too abruptly. That would make life unnecessarily difficult for our citizens. In the end, it would not help the Ukrainians if Europe were in a very difficult position. I'll plead for solidarity. The European Union has shown in recent months that it can take decisions as one block. That consensus is the opposite of what Russia expected. Russia had expected us to be played apart, but we succeed in adopting sanctions packages that all 27 European countries support over and over again. If we are to take such drastic measures, we must also think today about how our people and our companies can deal with them. That was our plea to the European Commission. We want more ambition at that level. We want clarity today about how we can supply ourselves with oil if it does not come from Russia. We want clarity today about how we will collectively buy, so that one country does not bid against another. That is why, as in the case of gas, we need to be able to take measures such as price caps. Action must be taken as a European bloc. We must also protect our people in full solidarity and act as a European bloc.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u13	Thank you, Prime Minister, for the answer. This was not a one-two, but we could perhaps expect such an answer from a prime minister who represents our voice in Europe in all caution and very deliberate manner. It is now very important that we look in solidarity at the solutions for our country. After all, it is certainly not easy for the companies. Mr Dermagne, please get to work to get people to work, while there is still work to be done and we are still economically self-sufficient. We need to join forces, and everyone in Europe needs to move forward in order to be able to do this. Hopefully, everyone will support these solutions.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u14	Madam President, Prime Minister, ladies and gentlemen, for six years now, and that is something in human life, Professor Djalali has been stuck in an Iranian cell without any kind of fair trial, without the necessary medical assistance, without contact with the family. Yesterday we received a very disturbing message from his wife. The execution would be imminent, the date would be no later than 21 May. It is therefore clear that Iran is using a hostage diplomacy to defend its interests. Ladies and gentlemen, Parliament is not easily united, but two years ago, in December 2020, our resolution was supported by all political groups and unanimously adopted in the hemisphere. Meanwhile, everyone has continued to fight, together, to get him out of the Iranian cell. For six years, every assembly, together with the family, has been fighting to get him out. Now Iran is increasing the pressure and we still need to move a gear up. Prime Minister, it is of the utmost importance that everyone at every level should do what is possible to prevent the execution of the sentence. This has happened in the past and we believe that it needs to be increased. The execution must not be carried out. Prime Minister, how will you, national, international and European, use all the means to unite the man who is Professor, that family father with his wife, his children, his family and his many friends?
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u15	I will be honest, Prime Minister, I would rather not have been here today. I would have preferred to ask my question in committee. Then it was a question full of hope, because two British-Iranian citizens had been released. That hope came to an abrupt end yesterday, when Iran announced through its press office that Professor Djalali will be executed by 21 May at the latest. It is cruel, horrible and unacceptable what Iran is doing. Without a fair trial, without a proper right to defence, a man is sentenced to death. Furthermore, Professor Djalali is living in appalling and inhuman conditions. Access to medical care is denied him and several times we received the message that he is being tortured. Iran has already leveraged Professor Djalali several times to force Belgium and Sweden to make concessions. They wanted to exchange him against terrorists Assadi and Nouri, who were convicted respectively in Belgium and Sweden. It is no coincidence that today Assadi's trial began in the court of appeal. An exchange would only encourage the regime to use international prisoners as a passport in negotiations. A colleague of Professor Djalali, Professor Gerlant van Berlaer, put it as follows: "It bears witness to a great disdain for humanity when you constantly use double-national prisoners as coins and threaten them with execution to put pressure on other countries." How will Belgium stop the imminent execution, that atrocity? Will Belgium and the European Union react vigorously if Iran implements its plans effectively? Will you stop pleading for the nuclear deal? What is your view on further trade relations with Iran?
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u16	Thank you both for the questions about the Iranian-Swedish Professor Djalali. The fate of Dr Djalali affects public opinion throughout the world and also in our country. We all know that the man in our country has been active for some time at the Free University of Brussels. As indicated, he was arrested in 2016 on suspicion of espionage in relation to foreign enemies. Dr Djalali has always denied these accusations and has always indicated that they have been enforced on the basis of torture. Our country has been in contact with Iran several times over the last few years in order to avoid that execution. The Foreign Affairs Office has been following the situation for years at the administrative level and at the political level. We have always argued at political level not to carry out that execution, we have always informed about Professor Djalali's physical and mental health and we have always asked to have access to him. In the previous government, Prime Minister Michel, Foreign Minister Reynders and yourself, Mrs De Block, have always contacted your Iranian colleagues to urge them not to allow that execution to continue. I myself also sent a letter to President Rohani at the time to ask him clearly not to allow that execution to continue. More recently, on 19 February and 26 March, Foreign Minister Wilmès spoke to her Iranian homologist and asked for that execution not to continue. The news that came out yesterday from the Iranian press office has not been confirmed at Foreign Affairs. Nor has it been confirmed by Dr Djalali's lawyer, nor has it been confirmed by our Swedish colleagues so far. Nevertheless, we are of course very concerned about the situation of Professor Djalali. From our country we will do three business. Firstly, the Foreign Affairs Office has been in contact with the Iranian Embassy on this matter today and once again called for clarity and stressed our opposition to the execution of the death penalty. Secondly, she contacted the European External Action Service and asked that the European Envoy Mora, who will be visiting Tehran next week, address that dossier in the same way. Thirdly, a few weeks ago, I requested a meeting with the Iranian President, Mr Raisi. The file will be one of the subjects I would like to raise. On the basis of the news, we will put additional emphasis on this. Fourthly, Belgium is a state of law. In a state of law, it is the courts and judges who judge and execute justice on the basis of a file or a complaint. With the independence of our courts and judges, however delicate the dossier may be, we make the difference between a democratic country like ours and an autocracy like others in the world.
ParlaMint-BE_2022-05-05-voorlopig-55-plenair-ip177x.u17	I thank you for all the efforts that have already been made and to be made. It's about saving a human life. If we succeed, it will be a victory for everyone.
