ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u2	Colleagues, the sitting is open. I suggest you start with current issues. I'm pointing out that the screens aren't working. We will therefore begin this session by checking each time flow by means other than screens. The remaining time will not be displayed. I'm asking you for a little understanding.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u3	Madam President, the lack of a clock may lead us to get answers. The ministers cannot hide behind the clock. I would like to begin with a very serious question, Madam President. Last week I asked, I believe with general agreement, that our institution should somehow interfere with Mr Djalali's serious problem. In fact, I would have liked to have heard from you what response my question has had.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u4	Mr De Roover, together with the President of the Senate, I have sent a letter to the President of the Iranian Parliament on the situation of Mr Djalali.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u5	I would like to ask you to inform us, both of the writing of that letter and of the possible reaction. I think it would be useful to inform the embassy in this country as well. In addition, the Prime Minister is here among us, which we very much appreciate. But I have noticed that two questions about the distress call of the federal judicial police and the prosecutors, which we were able to hear at an unprecedented hearing yesterday, were passed on to Minister Verdeinden. Mrs Verlinden is rightly being questioned about this. But it seems to me that the Prime Minister will also want to put his money into the bag. I assume the Prime Minister will also attend the second series of questions? Maybe it's a printing error, but normally questions come to Mrs Verlinden later in the hierarchy of the questions to be answered. Questions to two Deputy Prime Ministers, Mr Gilkinet and Mr Van Peteghem, will then be dealt with. I assume that's because the Prime Minister will also be expressing himself in response to the second series of questions on this more than interesting matter?
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u6	Mr De Roover, almost every week you raise that point of discussion. You must have seen that not all the questions in the first series were addressed to me. Mrs Van Hoof's question is addressed to Minister Van Quickenborne. I've decided to take all these questions completely for me. For the questions about the federal judicial police, we have chosen to have Mrs Verlinden answer. I would remind you that the government can choose which minister answers. Well, there's some logic in it. The questions you will be asking later are about how the government works. It makes sense for me to answer those questions. However, the questions about the federal judicial police really do concern that policy area. Mrs Verlinden has all the knowledge and experience to answer these questions correctly.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u7	Madam President, we note that. It is significant that the Prime Minister is avoiding this, because it concerns not only the federal judicial police, but also the prosecutors and general government policy. We note that the Prime Minister does not wish to take the floor on this issue, which probably says much more than if he had taken the floor.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u8	In reply to your question concerning the letter, I will inform you of the letter. This was sent to Mister Mohammad Baqer Qalibaf, President of the Islamic Parliament of Iran. We have written with our colleague of the Senate, "on behalf of all our Belgian citizens and parliamentarians, we want to reconfirm with this letter our strong and unequivoral opposition to capital punishment in all circumstances and for all cases. Death penalty is an absolute inhumanity for which no moral, legal or religious justice can be invoked." I will share with you the letter that Mrs D'Hose and I co-signed to the President of the Iranian Parliament.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u9	Prime Minister, you have been absent for a few days. You've been to Berlin. You shouldn't have done that, because it was incredibly exciting in the country.
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u10	(...)
ParlaMint-BE_2022-05-12-voorlopig-55-plenair-ip179x.u11	Yes, I hope you have greatly promoted trade there. You may answer me at once. I don't suppose this is going away from my time. After all, an eminent majority member, Mr Calvo, has proposed to rewrite the coalition agreement. He doesn't like it anymore. Nothing's gonna happen anyway, so he wants to try again. There was also the very striking saga of both the Minister of Justice and the former Minister of Justice, two eminent lawyers, who had discovered that one could write a KB without a coalition partner being involved and that one could make decisions in this way, with a huge pile of fuss. Minister Van Quickenborne warned my party not to rule with the socialists, because according to him they do nothing but spend money. That was a very interesting announcement, because he is an experienced expert. He is currently in a government with the socialists who spend handfuls of money. In short, this is a matter of government interest, because the socialists are in your government. There was also Mr Mahdi, for the time being Secretary of State and probably soon President of one of your government parties, who expressed his great confidence in the government as follows: 'I expect early elections soon'. [[Laughter]]
