Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	VanHeckeStefaan	Van Hecke, Stefaan	M	1973	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	VajdaOlivier	Vajda, Olivier	M	1975	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	GilissenErik	Gilissen, Erik	M	1968	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ReuterFlorence	Reuter, Florence	F	1969	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	GilissenErik	Gilissen, Erik	M	1968	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ReuterFlorence	Reuter, Florence	F	1969	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	notMinister	-	-	-	-	MichelMathieu	Michel, Mathieu	M	1979	
ParlaMint-BE-en_2022-05-25-voorlopig-55-commissie-ic797x	ParlaMint-BE_2022-05-25-voorlopig-55-commissie-ic797x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 25-05-2022	2022-05-25	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	FreilichMichael	Freilich, Michael	M	1980	
