ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u2	Proposal submitted by: Proposal tabled by: Marie-Christine Marghem, Christophe Bombled.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u3	The general discussion was resumed. The general discussion has resumed. The minister has the floor.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u4	Madam President. Ladies and gentlemen, before I give a general consideration as a lead, I would like to give a brief answer to a number of technical elements that have been discussed, even though some have already been discussed in detail in committee. Firstly, Mr Warmoes, the greater depth has certainly been taken into account in the calculations. That's what I said in committee. Secondly, on the question of how to proceed if ENGIE were no longer there, I would refer to my explanation in committee that the joint and several liability was explicitly determined. Thirdly, the interest rates, as you can read in the draft, will be reviewed at each revision. These can be adjusted at any time, which has an impact on the commissions. As regards the reimbursement of EUR 1.8 billion, I refer to what Mrs Buyst has just said. Of course, one has nothing to do with the other. The two are linked, but the fact that high dividends are paid does not in itself have an impact on the reimbursement. The committee also discussed the reimbursement schedule in detail. After 2025, it is still EUR 1.8 billion, which is in fact only a very small residual amount, compared to the amount that will be repaid over the next five years. At the end of this reign there will never have been any money left in the account, which was also explicitly the intention of the design. Mr. Wollants, you've made some comparisons, but they're limp. If you read Article 15 (5) of the draft law, particularly in the first point, concerning assets and investments, which have to meet the minimum social and environmental criteria, human rights and good governance, you will know that the comparisons that you thought you might be able to recover on social media are absolutely flawed in the light of the legal provisions. More generally, we are on the eve of the longest, most expensive and most delicate shipyard our country has ever known, ladies and gentlemen, with the decommissioning of nuclear power stations and the disposal of waste. This waste consists of operating and decommissioning waste and irradiated fuel samples. This yard will last until 2135 and can cost up to 41 billion euros in nominal value, estimated today. Today it is clear that not only our generations, but also future generations, will not have to pay the sky-high bill. The draft law before us anchors the polluter-pays principle. That is the nuclear operator in this case. The basic philosophy is simple, it is the best guarantee of the availability of the necessary funds by the nuclear operator and its strong control. That basic philosophy is now enshrined in the law and puts an end to decades of uncertainty. As Mrs Dierick said, the financial management of that yard is only one aspect of the story. There is also the other aspect, the physical yard, on which decisions still have to be taken. The fact remains that there is no decision yet on the final destination of nuclear waste and that even the investigation has not led to a clear answer. The waste remains radioactive for hundreds of thousands of years and must therefore be disposed of in the safest possible conditions. Difficult choices must be made. What are we going to do with all this radioactive and hazardous waste? How can we safely store them? Which location should we choose? Many of us will not see the start of waste storage operations. Yet there is an urgent need to open the discussion on their destination. It must take place with the involvement of civil society. Moreover, it is the stakes of the project that will be discussed after it. There has been a lot of talk here about energy policy in all its facets, but let us talk today about the facet of energy policy before us today, the management of the huge waste heap. A sustainable energy policy ensures that the Belgians do not pay for the costs, but that we do have a say in what happens to nuclear waste. I would also like to draw closer to what Mr Cogolati said at the end of his speech: a step still needs to be taken after this stage. We remain in the case of the Synatom Fund, which is a wholly owned subsidiary of Electrabel. We also need to think about the most appropriate structure to manage these funds in the spirit of the law. I have heard you speak of a legally independent structure of ENGIE, but also of the political sphere. We had this discussion in committee. It must continue to determine how to guarantee these funds on an ongoing basis, also in the case of outsourcing. That is why the final section of this bill seeks to enrich the reflection on this subject. Mrs. Fonck, you referred to my radio interview this morning. I will therefore repeat what I said in this interview: I am not agitating, but I am acting – not only in this dossier, but also in others. Each of you has expressed a positive opinion on this draft in general terms. Many of you have also called for attention to be paid to a number of aspects which, in your view, deserve more or better attention, which need to be further developed or given direction for the follow-up. However, many of you have expressed a positive opinion and have also called for a unanimous vote following the unanimous vote in committee. I would like to accept those words of thanks on behalf of my team, on behalf of my administration, but also on behalf of the coalition partners. We have here today a draft which, in general terms, leads to an appreciation, but we may also need to reflect on the way in which we have dealt with it. You've been involved in that yourself. First of all, we listened to the experts. This draft was launched with an opinion from the Commission on Nuclear Facilities, chaired by Mr Dufresne. We took their advice. We then continued to work with the committee on their advice. There are points from their advice that we have followed, there are other points that we have not followed or that we have otherwise replied to. We have always done so in consultation with the committee. We have also been able to count on the committee to draft this draft. The secretariat of the committee, provided by my administration, which has actually built up many years of expertise in this field, was also involved. Secondly, we have based this draft on facts and figures. We have looked at what is actually the amounts we are talking about, what has already been securated today, and what is the risk that has not been securated. What exactly is the structure of these loans and investments? What's exactly where? We've been able to figure that out and we've been able to reflect on that. On this basis, things have come up in this draft, for example on capital decisions. Thirdly, we have shown great respect for each other's positions, for each other's interests, and we have found a general interest, namely the general interest that we are facing with the longest, most delicate and most expensive yard ever and that we want the polluter to pay that invoice. That is why I would like to conclude by thanking the people behind it. Firstly, I would like to thank the Commission for its nuclear facilities. The expertise of its chairman, Mr Dufresne, was very welcome. He was ill during this work for a while and although he is retired, he has spent a lot of his time on this design. I would also like to thank the parties involved. First of all, I thank the operator himself, ENGIE Electrabel, but I also thank Luminus for the openness. It is because they have given access to facts and figures for the justification that we have come up with a number of solutions. Thirdly, I would also like to thank you, Parliament. I have been questioned several times in committee about, among other things, the committee's opinion. So you have shown a very great commitment on this subject. The urgency was also strongly felt here. I also particularly appreciated the fact that there was a hearing with the chairman of the committee, who gave very meaningful input on how the follow-up could take place. To approve this law is one thing, and to work with it is another. That will certainly have to be followed up further. It was a long-term work, but the result is before us today. It is a very good thing for our country. There are certainly points on which we can work, but there is nothing wrong with small steps, if enough is put in the right direction. I look forward to the next exchange of views that we can have on this, when the RBs come, when the review is on the way and when the negotiations with ENGIE Electrabel are completed. Successes must be celebrated. It is therefore important to consider this today, so that we can work on the next steps with full energy from tomorrow.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u5	Madam Minister, in the future we will be talking and thinking about the passage on investment. In committee, you have also indicated that there is still more than enough time to amend the law in this area. I agree with you that small steps are important. Perhaps we will have to take further steps in this area within a few years to secure capital for the energy of the future.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u6	Madam Minister, with regard to the hearing with the President of the Commission on Nuclear Facilities, I agree with your concerns. That was very educational for us. Mr Dufresne and his colleagues then debated with us in an open spirit. You say that the interest rates will be reviewed at every review. That's a good thing. I am not going to repeat what I have already said, but my point was, now that such large profits are being made, the time has come to get the maximum out of Electrabel, because we do not know what the future will bring. We have therefore tabled amendments based on the precautionary principle in order to be more vigilant at the moment and to be more cautious in the future. You relate to the EUR 1.8 billion that still has to be repaid after 2025. That is certainly not the majority of the total amount, but it is not nothing either. We naturally support the proposal and see it as a step in the right direction. We also hope that further steps will be taken.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u7	Is anyone still asking for the floor? Is anyone else asking for the floor? The general discussion is closed. The general discussion is closed.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u8	We turn to the discussion of the articles. The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (2640/5) We shall begin with the discussion of the articles. The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (2640/5) The bill has 27 articles. The draft law has 27 articles.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u9	• 16 – Thierry Warmoes (2640/6)
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u10	The discussion of the articles is closed. The vote on the amendments and the reserved articles as well as on the whole will take place at a later date. The discussion of the articles is closed. The vote on the amendments that have been tabled, the articles that have been adopted and on the whole will take place at a later date.
ParlaMint-BE_2022-07-07-voorlopig-55-plenair-ip193x.u11	The general discussion is open. The general discussion is open. The rapporteur, Daniel Senesael, referred to the written report.
