Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DeCaluwéRobby	De Caluwé, Robby	M	1975	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DeCaluwéRobby	De Caluwé, Robby	M	1975	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-02-23-voorlopig-55-commissie-ic711x	ParlaMint-BE_2022-02-23-voorlopig-55-commissie-ic711x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-02-2022	2022-02-23	Committee	Zittingperiode 55	-	-	-	-	COVID	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	HoutmeyersKatrien	Houtmeyers, Katrien	F	1981	
