Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DepoortereOrtwin	Depoortere, Ortwin	M	1970	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VerlindenAnnelies	Verlinden, Annelies	F	1978	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VerlindenAnnelies	Verlinden, Annelies	F	1978	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	PlatteauEva	Platteau, Eva	F	1982	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VerlindenAnnelies	Verlinden, Annelies	F	1978	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	PlatteauEva	Platteau, Eva	F	1982	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VerlindenAnnelies	Verlinden, Annelies	F	1978	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	DeSmetFrançois	De Smet, François	M	1977	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VerlindenAnnelies	Verlinden, Annelies	F	1978	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	DéFi	Démocrate Fédéraliste Indépendant	Opposition	Centre to centre-right	DeSmetFrançois	De Smet, François	M	1977	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	PlatteauEva	Platteau, Eva	F	1982	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VerlindenAnnelies	Verlinden, Annelies	F	1978	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Groen	Groen	Coalition	Centre-left to left	PlatteauEva	Platteau, Eva	F	1982	
ParlaMint-BE-en_2022-05-04-voorlopig-55-commissie-ic776x	ParlaMint-BE_2022-05-04-voorlopig-55-commissie-ic776x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 04-05-2022	2022-05-04	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	DepoortereOrtwin	Depoortere, Ortwin	M	1970	
