ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u2	Madam President, it was rightly mentioned yesterday in the Conference of Presidents, but I would also like to denounce it in the public sitting. I would like to ask you, on behalf of the Chamber, to send a message to the Vivaldi Government. After all, this vivaldi government does its name all the credit. When the colleagues on Wikipedia look at the composer Vivaldi, they will read that he was a frequent traveler. When I look at the list of absent ministers, I see that Prime Minister De Croo is in Congo together with Minister Kitir and Secretary of State Dermine. Minister Dermagne is in Geneva and Minister Van Peteghem is in Paris. Minister Van Quickenborne is in Luxembourg and Minister Clarinval is in the United States. Tinne Van der Straeten is also in Jordan. That is literally, Madam President, from Africa to America. The Himalayas aren't here yet, but it is up to the desert. Eight of the 15 ministers and one State Secretary are absent, Madam President. That is a lot and does not show too much respect for this house. I understand that there are often interesting conferences abroad, where there should be no lack of them. I would ask you, however, to suggest to the members of the government that they coordinate their agendas a little bit. They also have a bit to discuss with each other about their blocked files. There are enough digital possibilities today to show some respect and not to have nine absent excellences at a hearing.
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u3	I would like to thank Mr Pas for referring to my intervention yesterday at the Conference of Presidents, where I actually touched on this problem. Parliament still remains, in the first instance, the government's controller. However, we must, of course, look at this in a nuanced and correct way. I am thinking, for example, of the Prime Minister who is accompanying the trip to Congo. We have every respect for that and it must be possible. However, the numbers are getting a little excessive. I now have the opportunity to do so in plenary, so that it can be included in the report, which is not possible at the Conference of Presidents. I assume that Minister Gilkinet agrees that the government representative in the Conference of Presidents, Secretary of State Michel, confirmed yesterday that he would convey that message to the government. I can count on you, Minister Gilkinet, to tell the government that a certain balance must be maintained between our representatives abroad and those available to Parliament. Mr. Secretary, you are the victim today. You will have to answer about all the questions, which have so far been addressed to the Prime Minister. You think that you are Prime Minister at the moment, and you are absolutely entitled to do so. The fact that you may replace the Prime Minister is a highlight in the history of Ecolo-Green. Seriously, please give it to me effectively, because otherwise there is a risk of too much slackness.
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u4	Madam President, I am here to answer Members' questions. It is important that the government is also present abroad. This is about the state visit to Congo, to which we will return, and about an important economic mission in the United States. There must be a balance, but in the corona period it was not always possible to go abroad. However, I am proud to belong to a government that can also show our colours abroad.
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u5	Mr Gildecroo, the regret the King expressed yesterday is nothing more than a moral evaluation. He of course did not make the moral evaluation of the role played by his ancestor Leopold II in Congo Free State. It was a system based on racism, discrimination and paternalism. There is no negationist in the Chamber in that regard, I suppose. However, Mr Gilkinet, we will soon hear that not everyone in this House will be satisfied. I recognize the different birds in Parliament by their whistles. After all, many parties want to open the door to what they call easy recovery payments. However, I can tell you that the Belgians, Flemings and Waalen, have already paid a lot of reparations over the past 60 years, in particular billions of euros in development cooperation, and that to a republic where, to date, corruption, personal enrichment and grabbling in the state treasury continues. Moreover, the political agenda of the Special Committee on Congo is determined by a number of setters. They call them the diaspora, I call them the Belgian version of Black Lives Matter. The monkey will come out of the sleeve after this summer, pleading for collective regularization, removing statues and everywhere signs to emphasize how badly the Belgians have dealt with (...)
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u6	Mr Ravyts, your speaking time is over.
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u7	Minister, in the special committee on our colonial past we all work together, majority and opposition. We can also say that we work well together. We are working on a forward-looking story for our relations with Congo, Rwanda and Burundi. The King was right to express his regret at the exploitation, oppression and racism under the colonial regime. The Congolese certainly appreciate this, but also expect concrete actions from us for their and our common future. It is good that the government has just signed an agreement to involve young Congolese people in their culture from the past and the future. Does the government envisage any other action in the field of cultural development and cooperation other than the return of predatory art? How do you see the role of intergovernmental development cooperation? Will we achieve the 0,7% of our GNI? Since independence, the number of fully-fledged companies in Congo has decreased from 10,000 to 500. However, Belgian investors from the economy, health care, education, climate action, mobility and you name it, are ready to help the Congolese rebuild their country and give it a new future. In addition to the problem of corruption, however, the cruel, hellish, war in Eastern Congo must first be brought to an end. Don't forget, that war has been going on for 20 years. We Belgians are right to support Ukraine. What are we doing now to support the suffering of the Congolese people? (...)
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u8	Mr Briers, your speaking time is over.
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u9	Minister, King Philippe, speaking on behalf of the government, delivered a speech noted yesterday in the Congo. He recognized what all historians admit, namely that the colonial regime was based on unequal, unjustifiable relations, domination, racism. It has given rise to humiliations, to abuses. This speech was very far from that of his uncle Baudouin 62 years ago, at the time of independence. He had then praised the genius of Leopold II, he had praised the civilizing mission of Belgian colonization in the Congo. Philippe's speech is closer to that of Lumumba, who, in 1960, denounced colonization. It is known that Lumumba was the first Prime Minister of the Congo but he was assassinated with the active complicity of Belgium. In the King's speech, there is a lack of why, the primary goal of colonization. The primary goal was the economic exploitation of the Congolese people and their immense natural resources. Who took advantage of colonization? Not the Belgian population since Belgian workers were exploited by the same companies that overexploited Congolese workers and natural resources in the Congo. Those who have benefited from it are the big companies such as Société Générale, Umicore, Unilever and the rich Belgian families such as Boël, Solvay, Lippens, who are still in the firmament of wealth at home. Minister, will the government finally recognize this role of colonization? Will it help the government to fight the multinationals that (...)
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u10	Madam President, Minister, ladies and gentlemen, yesterday in Congo the King expressed his deepest regret about a particularly dark page in our history. That remorse yesterday is an important statement. The evils of the past must be named. The King has clearly done so. He said quite clearly and clearly that the colonial regime was based on exploitation and domination, that the regime was based on inequality and that the regime was characterised by paternalism, discrimination and racism. Colleagues, recognising that is important. Facing the truth of the past is important to be able to look to the future. For too long, past misdeeds were swept under the mat. For too long it has been denied that the inequality of the colonial regime lies at the root of racism and discrimination today and to this day in our country. That time is now over: done denying or looking away. That is also the task of the special committee here in Parliament. That's also the message the King brought yesterday. Minister, I have a question for you. What steps does your government intend to take with a view to further rapprochement and future cooperation with Congo?
ParlaMint-BE_2022-06-09-voorlopig-55-plenair-ip185x.u11	Madam President, Minister, an historic milestone was the expert's analysis of our King's speech. The King has expressed his deepest and sincere regret and publicly condemned the colonial regime. He was the first Belgian prince and he did so on the spot, and rightly so. On exploitation, racism, the way that society was organized, you can only regret and express regret. That remorse is essential to acknowledge this common past and to now focus on our common future. The work of the Congo Commission is ongoing in this Parliament. There are a number of recommendations that can be useful in future relations between our two countries. Let us be clear, the Belgians today are not to blame for that past. So today's Belgians can't pay for that past either. There can be no recovery payments for the Open Vld. The Belgian-Congolese relationship must be one of international partners, who have an important past together and who must also use this important historical link in the future. In what way will the government use a strengthened bilateral relationship with Congo, but also with the other colonies?
