ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u1	The meeting was opened. The meeting is open.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u2	The general discussion was resumed. The general discussion was resumed.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u3	Minister, with the care sector you face a lot of challenges. I am thinking here of funding. In any case, I am concerned about the way in which you meet the challenge of financing. I believe that we should get away from the one-off premiums and extras, because they, although welcome, have a short-term effect with a huge impact on the budget, I fear. There is also a need to correct this situation for the physicists, the home nurses and the logopedists. For example, you need to put an end to the discrimination between conflicted and unconventional care providers. If you were to implement the relevant articles of the Quality Act, that would be a sign of genuine respect for the care sector. This also has a more sustainable impact than one-off increases. In fact, with the discrimination in reimbursement, you are trying to keep the care providers in line, because you know very well that they find it difficult to deconvent, which ultimately puts the patient at a disadvantage. I think that is a problem and I do not quite understand why you do not allow the relevant articles of the Quality Act to enter into force. I predict that many health care providers will be deconventional and many patients will be children, because they will have to pay much more for their kine- or logopedic consultations. I call on you to consider, for example, the fees paid by the physiotherapists not only as costs but also as reduced costs, because their treatments require fewer orthopaedic interventions. Integrated care is a very important concept, but as long as our care is fragmented, as it is now, it is a very difficult exercise. Another theme I would like to address is the introduction of the learning ladder into care. The federal government really needs to create clarity and ensure that every level of education is linked to a clear definition and clear competences, to a certain level of autonomy and that this is rewarded accordingly. That file is stuck because of a different view of the matter on both sides of the language border and the communities are looking at you. If that were okay, it would have prevented problems with IFIC remuneration. Now we have strange situations, where HBO5 nurses sometimes earn more than bachelor nurses. I think the cart is tense for the horse and it would have been better if the learning ladder in care had been clarified first. We have discussed the specialisation complement before. I don't think there were things right for those highly specialized nurses. In some cases, they even lost pay if they switched to IFIC. So something had to happen there, but for our group it is much more important to scale them up to a higher IFIC level than to award such complements, which only increases the complexity of care. If one-off extras are granted, this should at least be done in consultation with the Länder, otherwise care providers will be switched from one level to another, which is detrimental to public health, and that is your responsibility. You indicated in the government agreement that health care should become a homogeneous competence, but by acting alone and spending money that is not really there, you are only making those differences bigger. As far as the ASOs are concerned, I regret that you seem to have forgotten that they also work in hospitals, that they are also providers of care. The regulation on ASOs is not yet fully clear. It's not clear whether the hospitals should take the fall for that or not. This issue alone illustrates the problem that by allocating all kinds of bonuses and extras to one barn and not to the other barracks, which make everything complex, some people are always disappointed. A lot of money is being spent, but it only benefits the caregivers for a short time, when there is actually a need for a genuinely thorough reform. In your coalition agreement, you also promised that reform, but that apparently remains a dead letter. However, I believe that only reform can really mean something for the long-term care providers, and for the patients, by the way. Minister, we will abstain from voting on the draft law.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u4	Minister, this bill frees up a budget of €207 million to index the various fees of caregivers by 2%. This is little, even if it is better than what was originally planned, namely to index on 1 January next. Moreover, given inflation of 8%, this increase does not, of course, compensate for the loss of the purchasing power of caregivers. There are a lot of problems in the field, especially with regard to the logopedists and the physiotherapists. The logopedists came out on 5 May against the high workload, the underpayment and the undervalue. The most important point is that the logopedists are asking for an increase in their fee of 5 euros per half hour today. Today their fee is 28 euros per half hour. That is not feasible for them, given the high costs. So they asked for an increase to 33 euros per half hour. This measure would cost EUR 33 million on an annual basis, as calculated by the professional associations. You did not agree to this and did not wish to apply it. After we discussed it in committee, you said that you do not think it is within the agreed budgetary objectives and that there is no money for it today. In the end, their fee will only go to 29.28 euros for a half-hour session, instead of 33 euros. They've actually been asking for a revaluation of their fees for over 20 years. There have been quite a lot of harsh testimonies of logopedists and patients in the news over the last few days. Logopedists testified about the high costs, for example for renting a local and for research and therapy materials that they themselves have to provide. Per paid hour, the logopedist doesn't have enough left to make a good living today. They also, of course, have to do with the increased fuel prices, for example. In Het Journaal, a logopedist said that she had always been inconvenient, but that she would now deconvention herself. So the problem is that the logopedists will be able to deconvention themselves, so that they can ask for 33 euros per half hour. The problem with this deconvention is, of course, that it is the patient who takes the fall for that. Instead of 5,5 euros per session, this patient would have to pay 16 euros per session, because there is a reduced refund if a patient joins a logopedist who is not in agreement. That is a very big problem. A family with five children, three of whom have to go to the logopedist, has to pay 16 euros per session, often with two sessions per week, so they start to cancel in those sessions or in other expenses. In any case, that is a very heavy charge for the patients. As for physiotherapists, the problem is the same. In fact, they have also initiated a deconvention movement, because the current fees do not match the costs they have to pay to provide quality care. For the time being, a kine may request a fee of 27 euros for the first nine sessions and 24 euros for the next nine sessions. It's already weird enough, since the tenth session takes as long as the first, if all goes well. Their request, which does not seem unreasonable to me, is to impose a fee of 34 euros for a consultation. However, if a kine deconcentrates, it is the patient who will suffer - the price going from 7 euros per consultation to 18 euros supplement. Whether they are physiotherapists or logopeds, their requirement seems normal to me in view of the cost of living and should be taken into account in view of the current evolution towards a two-speed medicine. This morning, I received the testimony of a father who works with his wife and whose daughter has to go twice a week to the logopede and to the kine. The latter has just deconcentrated - with a much higher budget for the family as a result. This is why parents have decided to reduce the number of kine sessions planned for their child. That is the harsh reality of today. Minister, you were a little limited during the discussion with both groups of caregivers, saying that there was no money for this purpose. I can only express my indignation, because it is only a few million euros. When I learn, if I'm not mistaken, that your government is about to agree to invest an additional five billion dollars a year in Defence, I wonder if it's time to spend that money on our children's health care. Otherwise, they'll stay on the tile.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u5	Mrs De Jonge was registered on the list of speakers, but she is not present. So, Mrs. Fonck, it's yours already.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u6	Madam Chair, Minister, we will support this bill. However, I would like to speak on two points: an indexation limited to 2%. The increase in the health index is unlikely to increase by 7.6% this year and in a sector that obviously affects carers at full speed, given the increase in the cost of living in general. All of this occurs in a context where, depending on the positions of the different parties within the government, some people hear and repeat how much they want to preserve full indexation, even though de facto, here, the government's choice is to limit this indexation to 2%. In addition, you do not succeed in your capacity as Minister of Health, while this is your job, in setting the conditions to allow for the highest possible rate of agreement, because it is a matter of tariff security for the patient. Minister, you have to do everything you can to get as much agreement as possible. We talked about kines, logopeds, and we can add nurses, especially home nurses, who feel left behind as the price of fuel increases. The way in which discussions are conducted is not very positive. I've heard you recently on TV about the kines. I have always fought double standards, which means that we will punish the patient if he goes to a care provider who is not in agreement. That's nonsense! I have been very active in recent years, but unfortunately we have not been able to reach a majority and we have landed on a small amendment that allows you in practice not to move. Your statements about these sectors through the media are not conducive to positive consultation or to a correct agreement to reach a rate of agreement in order to protect the patient at the tariff level. Here's for the first comment I wanted to make here. The second tends to draw your attention to the fact that there are sectors that are not much discussed, whereas, as employers, they are faced with a difficult situation. I am thinking not only of hospitals but also of home-based nurses as far as employers of employed home-based nurses are concerned. This is also the case for the self-employed, but the mechanism is different in terms of budgets. Home-based nurses whose employer would like to increase assistance and travel rates are in a situation that is all but simple. As for hospitals, they are now hit hard by the explosion of energy prices. It is therefore a question of how they will be able to assume the indexation of employees in the care sector. There are also longer-term issues in terms of reform, funding, etc. This is all very well, but it is obviously not a satisfactory answer in the short term. Minister, many questions remain unanswered at this stage. I do not know what the budgetary situation of employers, such as hospitals, will be at the end of the year, especially since the advances made during the covid period are unfortunately reimbursable. In addition, the additional funding you put forward at the hospital level is funding with a sword of Damocles because negative corrections can take place two, three, or even four years after the year concerned. I really draw your attention and call for the utmost vigilance on this situation, and on the way in which, even if there is a resumption of activities, we will have to finalize hospital budgets for the remainder of this year 2022. My speech goes a little further than this text. I wanted to recall a few issues, given the government's choice on this bill.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u7	Madam President, first of all, I apologize for keeping the Members of the Chamber waiting. In reply to the various comments, I would like to make a point for clarification. I shall begin with Mrs Gijbel's criticism. She stated that her group would abstain in the vote because she was not in favour of one-off extras. If we wanted to do something right, we could do nothing but take a one-off measure. I just want to remind you of what this is about. The index system of the health insurance budget is working with a great deal of delay. This delay is at the disadvantage of health insurance, when inflation rises rapidly, and it is in favour of health insurance when inflation slows down. So we could have just waited and reminded those involved that they had a disadvantage now, but would later see the advantage. There is now a strong acceleration of inflation and the government is now taking advantage of it. If inflation stops accelerating, the affected will benefit from the system, because then they will get a little too much, while they are now getting a little too little.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u8	We didn't want the people involved to have to wait for their money, which is difficult. People should not be kept waiting for money. That is why we are making a one-off additional effort. Later, inflation will be fully compensated. At the moment, moreover, this will amount to overcompensation, given the expected inflation. Actually, we're doing a one-time bridge to deal with liquidity problems. Indeed, the 2% is not infinitely much, but not very little, because it is about 207 million euros. It is not a small extra; it is even a considerable extra, Mrs Gijbels. It is what one should do with a slow-acting mechanism; one must then give a single liquidity injection. You have made a number of punctual comments. I will respond briefly to the issue of doctors-specialists in training (ASOs) and general practitioners in training (HAIOs). For the ASOs, the solution is almost complete. It only needs to be approved by the National Joint Committee on Medical Hospitals. They will receive indexation through the budget of the hospitals' financial resources on 1 July. In the meantime, the problem has been settled for the doctors-specialists in training. They will also receive the one-off catch-up premium of 2%. As regards HAIOs, the necessary budget of EUR 723,000 could be transferred from the Social Agreement heading to the Internships section of the RIZIV administrative budget at the next General Council meeting. As you can see, we do not want to forget them either. It's a good thing you remind me of that. I come to the comments on speech therapy and kinesitherapy. I have a habit of not covering things up. Mrs. Fonck, I'm used to saying things the way they are. Mrs Merckx, as far as logopedia is concerned, contrary to your impression - and this is not a reproach - I am not the one who decided on this insufficient budget for logopedes. That's not the case. This budget was decided within the INAMI Insurance Committee and approved by the representatives of the logopedes. I think this may also be said. I haven't said it so far, but it's okay now. In the long run, you think it's some weird union dealing with its members like that. They approved this. The representatives of the logopedics sector, the professional organisations, approved this budget of the logopedics in the insurance committee. Now they come to say that it is far too little and scandalous. It's either one or the other. The people of kinesi therapy, Axxon, are much more consistent in that respect. They are much more consistent and honest with their members. They have not approved the budget and continue to say that it is too little. I understand. They also have more arguments. As far as the speech therapy is concerned, Mrs Merckx, let's say things the way they are. You say they haven't had a raise in 20 years, but that's not right. I understand people want a raise today, that's not the point. People don't get rich from working in health care, you know that this is the case. The logopedists have seen an increase of almost 50% in their publishing capacity in five years. They had a big increase a few years ago, with a very special trick, very conveniently thought up at the time by Jo De Cock to make that possible. Fifty percent budget increase in five years, with a big raise. Then approve this year's budget and then start saying it's a disgrace, that's the lead of the speech therapy. Kinesitherapy is something else. These people did say from the start that they didn't think it was enough. I also think they have arguments. The fees for kinesitherapy are relatively low. I fully agree with what you have said, Mrs Gijbels. By the way, I had a very good conversation with Axxon the day before yesterday. What kinesitherapy can mean in modern health care is underestimated and not sufficiently valorised. I myself have come to that conviction. I also feel differently about this than 20 years ago, because we were in a very different situation at the time. That's the conversation that has to happen. I want to enter into that conversation too, and that does indeed mean restoring and reforming. Totally agree. In the meantime, I hope that as many physiotherapists and logopedists as possible will join the convention that is being proposed. We probably disagree on this 25% reduction, but I do not think Mrs Fonck is discriminatory. Everyone says that this is discrimination, but what is discrimination? Health insurance concentrates its resources on the patients of those who wish to convention. There is nothing discriminatory about that and, quite frankly, allow me to say that I am a little surprised at a trade union which, on the one hand, wants a very good agreement and, on the other hand, always wants to say that Members must be able to distance themselves from the agreement. That's kind of the attitude across the whole health care system. We want good agreements on the one hand, but above all we want to make it very easy for Members not to agree to the agreement, which is very important. We must then think about this convention system. For the time being, I think that the fact that we are concentrating our resources on those who agree and opt for tariff security is normal for those who choose. Those are difficult debates, but we must have that debate, and I have the habit of expressing my opinion on them clearly. In the meantime, however, we need to create a perspective of improvement and reform for kinesi therapy. Moreover, I wish that also to the logopedists. That's what I said. I am only disturbed by a rather strange ambiguity in the method of negotiation of the professional organisation. Finally, Mrs Gijbels, you rightly referred to the care ladder. I agree with you that it is now time to agree on this. I am still a little surprised at your general attitude and the attitude of your group in the discussion on this complement for specialist nurses, which we have now decided, EUR 45 million by 2023. You're not for that. In the debate in committee, I heard that you were against it. Members of your group have said that I should not have made that decision. I think that's an interesting observation. Now I paraphrase your statement, but today it sounds a bit like you are telling the nurses of the services intensive care, urgency, neonatology and cancer departments that they should wait until there is another state reform. I am in favour of a state reform, but I am not saying to the nurses that they should wait for it before they get what I believe they are entitled to, because that does not seem to me to be a good idea. We should explain this together in a service of intensive care. I therefore believe that the specialization complement is absolutely justified and necessary. That being said, Mrs Fonck, as far as hospitals are concerned, this is a very technical debate that I am not going to dig into now. When we look objectively at all the progress that has been made, first by Mrs De Block and then, in this Parliament, it is considerable and very consistent for hospitals. The idea that we're going to get that money in two or three years to get it back is obviously not going. In principle, these are advances. But we have now given sufficient advance and assurance that for hospitals it is really adequate funding. But this is a rather technical and complicated debate. I'm not going to dig it. With the EUR 207 million approved here, we are making a very important additional effort for health care. I dare say that the hallmark of the majority in this Chamber is that it wants to do so. It is now up to us to spend that money well.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u9	Mr Minister, you are asking whether this 25% rule is discriminatory. I believe that this is the case effectively in relation to other healthcare professions, such as doctors and dentists. In my view, it does make a difference to the negotiating position when it is over the head. Should we wait for a higher remuneration from the specialized nurses for a state reform? I didn't say that. Those are words you put in my mouth. I did say that it would have been better if that care ladder had been there first and then the IFIC had only been introduced. That would have created far less strange situations, which seem very unfair to the sector.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u10	Minister, when you consider it normal for a patient to receive a lower refund from INAMI, on the grounds that the kine or midwife to whom he is travelling is not agreed, I would like to answer that this is a real problem. The best evidence is that this does not exist for other caregivers. If a patient goes to an unconventional physician, he or she will not be penalized in terms of reimbursement. Not at all! This is the case with kines and midwives. This means that the patient is then penalized three times. First of all, it is because in practice you do not respect its right – which is enshrined in the various laws – to choose its provider of care and you do not see any inconvenience. It is then because the absence of agreement may result in additional fees. And it is because INAMI pays less for a similar service. This poses, in my view, a problem of justice. Your job is to achieve as high an agreement rate as possible. It's your responsibility. However, penalising the patient with respect to his/her INAMI reimbursement on the grounds that the provider is not contracted is to act at the expense of the former and this is unacceptable. This is not the choice of INAMI, to which it is not for us to choose to penalize the patient in this way. In this regard, I absolutely do not share your view and, therefore, that of the government.
ParlaMint-BE_2022-06-16-voorlopig-55-plenair-ip187x.u11	Minister, I also wanted to replicate briefly. You always say that the logopedists' budget has increased by 50%. In itself, the budget has increased, but that does not mean that the logopedists have also received more money. Indeed, the number of patients eligible for speech therapy has also increased very significantly. The profession of logopedist has become completely different in ten years and has evolved enormously. Many pathologies have been added, for example types of learning retardation, and new techniques. If they ask for EUR 33 as a self-employed person, which is of course a gross amount, to accompany a child for half an hour, that is a reasonable question. That's not an excessive question. The same applies to the physiotherapists. You say that you believe that their professional organisation is defending itself better than the organization of the logopedists. Deconventing is effectively a kind of pressure medium, on which you can think what you want. What matters to me, however, and what I do not hear you talking about, is that today all those involved in the field are deconventional. I also spoke with my physicist, who said that he does not come out of the cost and that it therefore amounts to lower quality care and the patients quickly deal with it in order to be able to treat more or to deconvention. This means that EUR 34 can be charged for a half-hour treatment. That's a reasonable question for a self-employed person. That's gross, by the way. The problem I have not heard from you is that the patient is the victim of the deconvention and of the fact that you do not want to answer these questions. Children, which is very often the subject of speech therapy, are ultimately the victims of a reduction in reimbursement. This means much higher costs for the parents or for the patient in general. That's an evolution that you really need to pay attention to. I therefore hope that you will sit around the table with the logopedists and the physiotherapists, to think about what can be done. Investing in the care providers of the first line is investing in quality care for patients and in combating a two-speed medicine.
