Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	SamynEllen	Samyn, Ellen	F	1980	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	SamynEllen	Samyn, Ellen	F	1980	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	LanjriNahima	Lanjri, Nahima	F	1968	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DeJongeTania	De Jonge, Tania	F	1969	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	DeJongeTania	De Jonge, Tania	F	1969	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	ColebundersGaby	Colebunders, Gaby	M	1972	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	VandenbrouckeFrank	Vandenbroucke, Frank	M	1955	
ParlaMint-BE-en_2022-04-20-voorlopig-55-commissie-ic755x	ParlaMint-BE_2022-04-20-voorlopig-55-commissie-ic755x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 20-04-2022	2022-04-20	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	ColebundersGaby	Colebunders, Gaby	M	1972	
