Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VerreytHans	Verreyt, Hans	M	1980	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	HoutmeyersKatrien	Houtmeyers, Katrien	F	1981	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	VB	Vlaams Belang	Opposition	Right to far-right	VerreytHans	Verreyt, Hans	M	1980	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	HoutmeyersKatrien	Houtmeyers, Katrien	F	1981	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	VanderDoncktWim	Van der Donckt, Wim	M	1965	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	VanderDoncktWim	Van der Donckt, Wim	M	1965	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	notMP	Minister	-	-	-	-	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2022-07-06-voorlopig-55-commissie-ic846x	ParlaMint-BE_2022-07-06-voorlopig-55-commissie-ic846x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 06-07-2022	2022-07-06	Committee	Zittingperiode 55	-	-	-	-	COVID,War	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Coalition	Centre-left to left	LeroyMarieColline	Leroy, Marie-Colline	F	1984	
