Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u1	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u2	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u3	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u4	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u5	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HaykeVeldman	Veldman, Hayke	M	1969	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u6	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u7	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u8	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BrunoBruins	Bruins, Bruno	M	1963	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u9	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u10	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u11	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BrunoBruins	Bruins, Bruno	M	1963	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u12	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u13	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u14	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BrunoBruins	Bruins, Bruno	M	1963	
ParlaMint-NL-en_2020-03-04-tweedekamer-9	ParlaMint-NL_2020-03-04-tweedekamer-9.u15	Report of the meeting of the Dutch Lower House, Meeting 59, Session 9 (2020-03-04)	2020-03-04	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 59	Sitting 2020-03-04	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
