Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u2	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u3	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u4	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	TjeerddeGroot	de Groot, Tjeerd	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u5	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FrankFutselaar	Futselaar, Frank	M	1979	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u6	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	FrankFutselaar	Futselaar, Frank	M	1979	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u7	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u8	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u9	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u10	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-07-02-tweedekamer-76	ParlaMint-NL_2020-07-02-tweedekamer-76.u11	Report of the meeting of the Dutch Lower House, Meeting 91, Session 76 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 76	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
