Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u1	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u2	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u3	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u4	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u5	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	JacoGeurts	Geurts, Jaco	M	1970	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u6	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	JacoGeurts	Geurts, Jaco	M	1970	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u7	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u8	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u9	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Guest	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u10	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u11	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u12	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Guest	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u13	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-12-08-tweedekamer-63	ParlaMint-NL_2020-12-08-tweedekamer-63.u14	Report of the meeting of the Dutch Lower House, Meeting 34, Session 63 (2020-12-08)	2020-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 63	Meeting 34	Sitting 2020-12-08	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
