Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u2	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u3	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	LiliannePloumen	Ploumen, Lilianne	F	1962	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u4	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u5	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u6	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u7	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u8	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u9	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u10	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u11	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u12	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	LiliannePloumen	Ploumen, Lilianne	F	1962	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u13	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u14	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u15	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u16	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u17	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u18	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-73	ParlaMint-NL_2020-07-02-tweedekamer-73.u19	Report of the meeting of the Dutch Lower House, Meeting 91, Session 73 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 73	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	-	Centre-left	MartinvanRijn	van Rijn, Martin	M	1956	
