Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u2	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u3	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u4	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u5	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	TjeerddeGroot	de Groot, Tjeerd	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u6	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	TjeerddeGroot	de Groot, Tjeerd	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u7	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	TjeerddeGroot	de Groot, Tjeerd	M	1968	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u8	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u9	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u10	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2020-07-02-tweedekamer-77	ParlaMint-NL_2020-07-02-tweedekamer-77.u11	Report of the meeting of the Dutch Lower House, Meeting 91, Session 77 (2020-07-02)	2020-07-02	Lower house	Meeting of the 29th Tweede Kamer	Session 77	Meeting 91	Sitting 2020-07-02	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
