Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u1	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u2	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	LilianMarijnissen	Marijnissen, Lilian	F	1985	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u3	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u4	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u5	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Regular	MP	notMinister	50PLUS	50PLUS	Opposition	Centre	HenkKrol	Krol, Henk	M	1950	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u6	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u7	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u8	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u9	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u10	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u11	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HaykeVeldman	Veldman, Hayke	M	1969	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u12	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u13	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-04-22-tweedekamer-4	ParlaMint-NL_2020-04-22-tweedekamer-4.u14	Report of the meeting of the Dutch Lower House, Meeting 69, Session 4 (2020-04-22)	2020-04-22	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 69	Sitting 2020-04-22	-	COVID	English	Regular	MP	notMinister	vKA	Lid Van Kooten-Arissen	Opposition	-	FemkeMerelvanKooten-Arissen	van Kooten-Arissen, Femke Merel	F	1983	
