Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u1	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u2	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	SuzanneKröger	Kröger, Suzanne	F	1976	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u3	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	SuzanneKröger	Kröger, Suzanne	F	1976	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u4	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u5	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u6	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u7	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u8	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	SuzanneKröger	Kröger, Suzanne	F	1976	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u9	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u10	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u11	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u12	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u13	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	Coalition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u14	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u15	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	Coalition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u16	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u17	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-26-tweedekamer-9	ParlaMint-NL_2020-11-26-tweedekamer-9.u18	Report of the meeting of the Dutch Lower House, Meeting 30, Session 9 (2020-11-26)	2020-11-26	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 30	Sitting 2020-11-26	-	COVID	English	Guest	notMP	notMinister	D66	Democraten 66	Coalition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
