Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u1	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u2	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	BartvanKent	van Kent, Bart	M	1983	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u3	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	GijsvanDijk	van Dijk, Gijs	M	1980	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u4	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	GijsvanDijk	van Dijk, Gijs	M	1980	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u5	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u6	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BartSmals	Smals, Bart	M	1970	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u7	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	BartvanKent	van Kent, Bart	M	1983	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u8	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BartSmals	Smals, Bart	M	1970	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u9	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u10	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	BartvanKent	van Kent, Bart	M	1983	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u11	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u12	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BartSmals	Smals, Bart	M	1970	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u13	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u14	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BartSmals	Smals, Bart	M	1970	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u15	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BartSmals	Smals, Bart	M	1970	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u16	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u17	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u18	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Guest	notMP	Minister	-	-	-	-	BasvantWout	van 't Wout, Bas	M	1979	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u19	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2020-11-17-tweedekamer-50	ParlaMint-NL_2020-11-17-tweedekamer-50.u20	Report of the meeting of the Dutch Lower House, Meeting 25, Session 50 (2020-11-17)	2020-11-17	Lower house	Meeting of the 29th Tweede Kamer	Session 50	Meeting 25	Sitting 2020-11-17	-	COVID	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
