Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e28	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e56	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e74	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.GUO	Olsen, Gunn	F	1952	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e93	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.SKB	Brustad, Sylvia	F	1966	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e135	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.GUO	Olsen, Gunn	F	1952	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e148	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.SKB	Brustad, Sylvia	F	1966	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e155	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HTN	Nesvik, Harald T.	M	1966	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e172	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e189	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.OLGB	Ballo, Olav Gunnar	M	1956	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e206	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.DH	Høybråten, Dagfinn	M	1957	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e221	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.GUNL	Ludvigsen, Gunvald	M	1949	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e232	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.GUO	Olsen, Gunn	F	1952	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e242	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.SKB	Brustad, Sylvia	F	1966	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e259	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-01-10	ParlaMint-NO_2006-01-10.ana.ud608e279	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-01-10	2006-01-10	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-01-10	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
