Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e60	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e76	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e92	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e107	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e123	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e139	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SRH	Hansen, Svein Roald	M	1949	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e162	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e178	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.PKF	Foss, Per-Kristian	M	1950	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e189	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.HTN	Nesvik, Harald T.	M	1966	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e207	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.SKB	Brustad, Sylvia	F	1966	
ParlaMint-NO-en_2006-03-02	ParlaMint-NO_2006-03-02.ana.ud1419e243	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2006-03-02	2006-03-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2006-03-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
