Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	OlgaSommerova.1949	Sommerová, Olga	F	1949	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-09-17-ps2017-118-04-001-999	ParlaMint-CZ_2021-09-17-ps2017-118-04-001-999.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-17	2021-09-17	Lower house	ps2017	-	ps2017/118	ps2017/118/04	ps2017/118/999	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
