Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Guest	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Regular	notMP	Minister	-	-	-	-	JanaMalacova.1981	Maláčová, Jana	F	1981	
ParlaMint-CZ-en_2021-10-05-ps2017-120-01-000-000	ParlaMint-CZ_2021-10-05-ps2017-120-01-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-10-05	2021-10-05	Lower house	ps2017	-	ps2017/120	ps2017/120/01	ps2017/120/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
