Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IvoVondrak.1959	Vondrák, Ivo	M	1959	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IvoVondrak.1959	Vondrák, Ivo	M	1959	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarelRais.1949	Rais, Karel	M	1949	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u13	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u14	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IvoVondrak.1959	Vondrák, Ivo	M	1959	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u15	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-07-14-ps2017-111-05-001-502	ParlaMint-CZ_2021-07-14-ps2017-111-05-001-502.u16	Parliament of the Czech Republic, Chamber of Deputies, 2021-07-14	2021-07-14	Lower house	ps2017	-	ps2017/111	ps2017/111/05	ps2017/111/502	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IvoVondrak.1959	Vondrák, Ivo	M	1959	
