Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	ZdenekOndracek.1969	Ondráček, Zdeněk	M	1969	
ParlaMint-CZ-en_2021-01-29-ps2017-079-06-006-065	ParlaMint-CZ_2021-01-29-ps2017-079-06-006-065.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-29	2021-01-29	Lower house	ps2017	-	ps2017/079	ps2017/079/06	ps2017/079/065	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
