Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PetrDolinek.1981	Dolínek, Petr	M	1981	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Guest	MP	notMinister	-	-	-	-	MichalKortys	Kortyš, Michal	M	-	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JaroslavHolik.1953	Holík, Jaroslav	M	1953	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	VlastimilValek.1960	Válek, Vlastimil	M	1960	
ParlaMint-CZ-en_2021-09-15-ps2017-118-02-014-010	ParlaMint-CZ_2021-09-15-ps2017-118-02-014-010.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-09-15	2021-09-15	Lower house	ps2017	-	ps2017/118	ps2017/118/02	ps2017/118/010	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
