Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	HelenaLangsadlova.1963	Langšádlová, Helena	F	1963	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	HelenaLangsadlova.1963	Langšádlová, Helena	F	1963	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	HelenaLangsadlova.1963	Langšádlová, Helena	F	1963	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	PavelKovacik.1955	Kováčik, Pavel	M	1955	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	AlenaGajduskova.1954	Gajdůšková, Alena	F	1954	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-03-05-ps2017-087-04-000-000	ParlaMint-CZ_2021-03-05-ps2017-087-04-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-05	2021-03-05	Lower house	ps2017	-	ps2017/087	ps2017/087/04	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
