Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Guest	MP	notMinister	-	-	-	-	VaclavLaska	Láska, Václav	M	-	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2021-01-19-ps2017-079-01-005-005	ParlaMint-CZ_2021-01-19-ps2017-079-01-005-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-01-19	2021-01-19	Lower house	ps2017	-	ps2017/079	ps2017/079/01	ps2017/079/005	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
