Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavFaltynek.1962	Faltýnek, Jaroslav	M	1962	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	VlastimilValek.1960	Válek, Vlastimil	M	1960	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JanLipavsky.1985	Lipavský, Jan	M	1985	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u14	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	SPD	Freedom and Direct Democracy - Tomio Okamura	-	Right to far-right	LubomirVolny.1973	Volný, Lubomír	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u15	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u16	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	VlastimilValek.1960	Válek, Vlastimil	M	1960	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u17	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u18	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u19	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u20	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	HanaAulickaJirovcova.1981	Aulická Jírovcová, Hana	F	1981	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u21	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u22	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	HelenaLangsadlova.1963	Langšádlová, Helena	F	1963	
ParlaMint-CZ-en_2021-03-03-ps2017-087-02-000-000	ParlaMint-CZ_2021-03-03-ps2017-087-02-000-000.u23	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-03	2021-03-03	Lower house	ps2017	-	ps2017/087	ps2017/087/02	ps2017/087/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
