Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JiriBehounek.1952	Běhounek, Jiří	M	1952	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DavidKasal.1969	Kasal, David	M	1969	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Regular	notMP	Minister	-	-	-	-	JanaMalacova.1981	Maláčová, Jana	F	1981	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	MonikaJarosova.1970	Jarošová, Monika	F	1970	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2021-03-23-ps2017-091-01-004-004	ParlaMint-CZ_2021-03-23-ps2017-091-01-004-004.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-23	2021-03-23	Lower house	ps2017	-	ps2017/091	ps2017/091/01	ps2017/091/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
