Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Regular	notMP	Minister	-	-	-	-	JanaMalacova.1981	Maláčová, Jana	F	1981	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Regular	notMP	Minister	-	-	-	-	JanaMalacova.1981	Maláčová, Jana	F	1981	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	LucieSafrankova.1987	Šafránková, Lucie	F	1987	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	JanChvojka.1980	Chvojka, Jan	M	1980	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2021-03-10-ps2017-087-06-001-489	ParlaMint-CZ_2021-03-10-ps2017-087-06-001-489.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-03-10	2021-03-10	Lower house	ps2017	-	ps2017/087	ps2017/087/06	ps2017/087/489	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
