Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	OndrejBenesik.1976	Benešík, Ondřej	M	1976	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
