Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u2	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u3	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u4	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekElfmark.1978	Elfmark, František	M	1978	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u5	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u6	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	MonikaJarosova.1970	Jarošová, Monika	F	1970	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u7	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u8	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u9	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u10	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	PavlaGolasowska.1964	Golasowská, Pavla	F	1964	
ParlaMint-CZ-en_2021-05-06-ps2017-098-11-002-013	ParlaMint-CZ_2021-05-06-ps2017-098-11-002-013.u11	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-06	2021-05-06	Lower house	ps2017	-	ps2017/098	ps2017/098/11	ps2017/098/013	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
