Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e26	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e34	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KES	Svendsen, Kenneth	M	1954	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e39	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e55	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.BJT	Tørresdal, Bjørg	F	1958	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e112	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	notMP	Minister	SV	Sosialistisk Venstreparti	Coalition	Left	person.BVS	Solhjell, Bård Vegar	M	1971	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e129	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.BJT	Tørresdal, Bjørg	F	1958	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e138	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	notMP	Minister	SV	Sosialistisk Venstreparti	Coalition	Left	person.BVS	Solhjell, Bård Vegar	M	1971	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e145	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.FR	de Ruiter, Freddy	M	1969	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e160	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.ANA	Anundsen, Anders	M	1975	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e173	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.JSK	Skjølberg, Johanne	F	1962	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e184	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.DE	Eriksen, Dagrun	F	1971	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e201	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.ISE	Enger, Inger S.	F	1948	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e224	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.ODDØ	Dørum, Odd Einar	M	1943	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e251	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.LEJ	Jensen, Lena	F	1973	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e270	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.BJT	Tørresdal, Bjørg	F	1958	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e289	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Regular	notMP	Minister	SV	Sosialistisk Venstreparti	Coalition	Left	person.BVS	Solhjell, Bård Vegar	M	1971	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e300	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2008-03-06	ParlaMint-NO_2008-03-06.ana.ud256e312	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-03-06	2008-03-06	Unicameralism	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-03-06	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
