Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e111	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e125	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e143	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e161	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e179	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e197	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e215	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e233	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e251	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e272	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e291	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e309	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e327	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2008-06-20-upper	ParlaMint-NO_2008-06-20-upper.ana.ud1824e345	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2007-2008, Sitting day 2008-06-20	2008-06-20	Upper house	Term 2005-2009	Session 2007-2008	-	Sitting day 2008-06-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
