Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-ES-en_2015-06-09-CD150609-meta.tsv,2015-06-09,0,26,11,0,0
ParlaMint-ES-en_2016-01-13-CD160113-meta.tsv,2016-01-13,1,4,6,1,0
ParlaMint-ES-en_2016-07-19-CD160719-meta.tsv,2016-07-19,1,3,6,1,0
ParlaMint-ES-en_2017-05-09-CD170509-meta.tsv,2017-05-09,1,16,20,5,0
ParlaMint-ES-en_2017-09-26-CD170926-meta.tsv,2017-09-26,0,8,7,2,0
ParlaMint-ES-en_2017-09-27-CD170927-meta.tsv,2017-09-27,0,9,16,4,0
ParlaMint-ES-en_2018-02-20-CD180220-meta.tsv,2018-02-20,0,18,23,5,0
ParlaMint-ES-en_2018-05-08-CD180508-meta.tsv,2018-05-08,0,15,29,3,0
ParlaMint-ES-en_2018-05-09-CD180509-meta.tsv,2018-05-09,0,9,19,5,0
ParlaMint-ES-en_2018-07-10-CD180710-meta.tsv,2018-07-10,0,0,0,0,0
ParlaMint-ES-en_2018-07-16-CD180716-meta.tsv,2018-07-16,0,0,0,0,0
ParlaMint-ES-en_2018-07-25-CD180725-meta.tsv,2018-07-25,0,0,0,0,0
ParlaMint-ES-en_2019-05-21-CD190521-meta.tsv,2019-05-21,0,3,8,1,0
ParlaMint-ES-en_2019-12-03-CD191203-meta.tsv,2019-12-03,0,4,7,5,0
ParlaMint-ES-en_2020-07-21-CD200721-meta.tsv,2020-07-21,0,17,13,5,0
ParlaMint-ES-en_2021-02-04-CD210204-meta.tsv,2021-02-04,0,11,24,5,0
ParlaMint-ES-en_2021-03-25-CD210325-meta.tsv,2021-03-25,0,9,26,2,0
ParlaMint-ES-en_2021-04-13-CD210413-meta.tsv,2021-04-13,0,19,27,3,0
ParlaMint-ES-en_2021-05-27-CD210527-meta.tsv,2021-05-27,0,0,0,0,0
ParlaMint-ES-en_2021-10-21-CD211021-meta.tsv,2021-10-21,1,10,10,5,0
ParlaMint-ES-en_2021-11-24-CD211124-meta.tsv,2021-11-24,1,23,38,18,0
ParlaMint-ES-en_2021-12-14-CD211214-meta.tsv,2021-12-14,0,10,23,9,0
ParlaMint-ES-en_2021-12-28-CD211228-meta.tsv,2021-12-28,0,6,8,2,0
ParlaMint-ES-en_2022-03-29-CD220329-meta.tsv,2022-03-29,0,15,31,7,0
ParlaMint-ES-en_2022-06-28-CD220628-meta.tsv,2022-06-28,0,12,27,10,0
ParlaMint-ES-en_2022-09-15-CD220915-meta.tsv,2022-09-15,0,10,34,5,0
ParlaMint-ES-en_2022-09-20-CD220920-meta.tsv,2022-09-20,0,8,34,5,0
ParlaMint-ES-en_2022-09-27-CD220927-meta.tsv,2022-09-27,0,14,24,6,0
ParlaMint-ES-en_2022-09-28-CD220928-meta.tsv,2022-09-28,0,2,15,5,0
ParlaMint-ES-en_2022-09-29-CD220929-meta.tsv,2022-09-29,0,14,34,9,0
ParlaMint-ES-en_2022-12-13-CD221213-meta.tsv,2022-12-13,0,12,20,10,0
ParlaMint-ES-en_2022-12-20-CD221220-meta.tsv,2022-12-20,0,14,32,7,0
