Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u1	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u2	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	AnteroLaukkanen	Laukkanen, Antero	M	1958	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u3	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Regular	MP	notMinister	KD	Christian Democrats	Opposition	Centre-right	SariEssayah	Essayah, Sari	F	1967	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u4	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u5	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u6	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	SatuHassi	Hassi, Satu	F	1951	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u7	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	ToukoAalto	Aalto, Touko	M	1984	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u8	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u9	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Chairperson	MP	notMinister	PS	Finns Party	Coalition	Right to far-right	MariaLohela	Lohela, Maria	F	1978	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u10	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	RiittaMyller	Myller, Riitta	F	1956	
ParlaMint-FI-en_2016-03-04-ps-19	ParlaMint-FI_2016-03-04-ps-19.u11	Minutes of the Finnish Parliament's plenary session 19/2016, 2016-03-04	2016-03-04	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 19	2016-03-04	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	KatjaTaimela	Taimela, Katja	F	1974	
