ParlaMint-BE_2014-09-26-54-plenair-ip005x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u2	You have received a draft agenda for today's sitting. You have received a draft agenda for today's sitting. Are there any comments on this? [[No.]] The agenda has therefore been adopted. Is there any comment on this? [[No]] Accordingly, the agenda was adopted.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u3	By letter dated 24 September 2014, the Head of the Prime Minister's Administration sent us a copy of the letter from the American Ambassador concerning participation in the coalition of the willing in the fight against the Islamic State. By letter dated 24 September 2014, the Prime Minister's Chief of Staff sends us a copy of the US Ambassador's letter concerning participation in the coalition of the willing in the fight against the Islamic State.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u4	Proposal tabled by: Proposal submitted by: Denis Ducarme, Georges Dallemagne, Veli Yüksel, Theo Francken, Luk Van Biesen, Stéphane Crusnière, Alain Top
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u5	The text adopted by the joint committees is the basis for discussion (Rgt 85, 4) (305/2) The text adopted by the combined committees serves as a basis for discussion. (Rgt 85, 4) (305/2) The meeting's open. The discussion is open.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u6	Mr President, ladies and gentlemen, ministers, ladies and gentlemen, following a first joint meeting of the External Relations and Defence Committees held on 18 September 2014, which allowed an exchange of views with Ministers Reynders and De Crem on the International Conference on Iraq on 15 September 2014 in Paris, these same committees met together again on 24 September 2014 for an exchange of views on the situation in Iraq, following which a motion for a resolution on the situation in Iraq and Belgium's participation in the international coalition against the IS was tabled by Messrs. Ducrame, Dallemagne, Yüksel, Franken, Van Biesen, Crusnière and Top. In his presentation, the Deputy Prime Minister and Minister for Foreign Affairs, Foreign Trade and European Affairs stressed the barbarity of the acts committed and the imperative to take action, not only at the military level but also at the political, diplomatic and humanitarian levels. Mr Reynders also said that the UN Security Council met at ministerial level on 19 September 2014 and that emphasis was placed on the legal and political legitimacy of international action. This legitimacy is indisputable given the demand of the Iraqi Government and the broad support that this action enjoys, particularly from the Arab countries in the region. Iran was represented at the ministerial level, a step forward from the Paris Summit of 15 September. The Minister noted that additional humanitarian action will be required. With regard to the situation in Syria, the Minister also stated that Belgium has always refused to deliver weapons to the Syrian opposition because it is impossible to know who will be the end user. However, he stressed that Syria should not be neglected in the current debate for humanitarian reasons, but also because the pacification of Syria was an indispensable condition for Iraqi stability in the medium and long term. At the same time, consideration must also be given at European level with a view to draining the sources of financing for terrorist groups in the region. The Deputy Prime Minister also welcomed the convening of a UN Security Council meeting on the Foreign Fighters issue on 24 September 2014. The Deputy Prime Minister and Minister of Defence was able to convey to us the formal request of the United States for Belgium's participation in the coalition against IS and the decision of the limited cabinet to sign its agreement on the dispatch of six F-16s and the installation of support personnel and the necessary facilities in a friendly country for missions over Iraqi territory for an initial period of one month. It is specified that an evaluation of the operations and the decision-making process will then be carried out with a view to a possible extension. The cost of this operation is EUR 3.8 million per month. Mr. De Crem also indicated that this commitment excludes the dispatch of troops to Iraq. Mr. De Crem further indicated that specific humanitarian measures would be provided by Belgium in support of local populations. Finally, Mr. De Crem indicated the strengthening of security measures and means in Belgium to anticipate an increase in the internal threat as a result of Belgian participation in this international coalition. Thank you for your attention.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u7	Mr President, ladies and gentlemen, ladies and gentlemen, I should like to report briefly on the meeting of the United Commissions for External Relations and Defence on Wednesday 24 September. Mr Peter Luykx pointed out that N-VA felt that Belgian participation in a military intervention was necessary. He also wants to lance for the budgets for the Defense Department. Only in this way will we ensure that we remain a reliable international partner. Mr Luykx said that security services should be given the necessary resources to ensure internal security. It also points out that humanitarian, social and diplomatic support to the region remains necessary. This opinion is shared by all the political groups present which are then discussed. Mr Stéphane Crusnière of PS said that there was a need for a clear framework. Intervention must be clearly defined in terms of time and territory. He also says that our military must under no circumstances be used for ground operations. Mr Veli Yüksel of CD&V regretted that there was no UN mandate for this intervention. However, he says that Iraq's demand for intervention creates legitimacy. He emphasizes that this is not a war between the West and Islam. Prevention must also be pursued in order to remove the breeding ground for radicalisation. Mr Denis Ducarme of MR stated that the proposed resolution was supported by a large number of political groups. The resolution expresses a wide range of political, diplomatic, financial, economic, humanitarian and social concerns. Mr Ducarme stressed that IS was a threat not only to the stability of the region but also to those of the European countries. It also stresses the participation of the member states of the Arab League in the international coalition. Mrs Nele Lijnen van Open Vld says that non-action in this conflict is not an option. In addition, it states that a solution must be found to the problem in Syria. However, this issue is not on the agenda as long as there is no question of the Syrian government or as long as there is no UN mandate. It also questions the attitude of some committee members. Some are now calling for military intervention with F-16 p.a., but are at the same time opposed to a renewal operation of our fighter planes. Mr Alain Top of sp.a stated that the mission should be limited in time. In the short term, there is a need for an evaluation of intervention. He also asks questions about the deployment of the Belgian military. Mr Benoit Hellings and Mr Wouter De Vriendt of Ecolo-Groen wondered what the objective of the future Belgian intervention was. They also have questions about when this action will be terminated. Mr Hellings and Mr De Vriendt called for a regional peace conference to be convened, including Russia and Iran. Mr De Vriendt says that a country such as Russia must be able to play a role in finding a sustainable solution. He also indicated that the financial channels between ISIS and countries such as Turkey, Saudi Arabia and the Gulf States should be dismantled. Mr. Georges Dallemagne from cdH says it's our duty to intervene. He also reports that an air operation must, however, go hand in hand with the support of local ground forces. In this context, the Kurdish peshmerga fighters are mentioned. Mr Theo Francken of N-VA stressed that his party was sorry that no Special Forces were sent to support and train Iraqi soldiers. However, this support is very important. Mr Francken said that he understood why priority should be given to action in Iraq. However, he has practical reservations in this regard, as the activities of IS are mainly taking place in the border area between Iraq and Syria. Mr President, the motion for a resolution was adopted by the committee after amendment, emphasising international law and human rights, with the exception of Ecolo-Green abstentions.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u8	Mr President, Ministers, ladies and gentlemen, it cannot be dealt with often enough: a political, sustainable solution is the most important one for the situation in Syria and Iraq. Unfortunately, according to our group, the military aspect is absolutely necessary. It is important to intervene there in the short term to stop the horror. It is, as Herman Van Rompuy said, about the choice between civilization and barbarism. We also have to think about internal security, unfortunately. We must be careful and anticipate carefully. Intervening in a war in which more than 350 of our inhabitants are active and fighting on the side that we are about to bomb is, of course, a very dangerous thing. Finally, I would like to say a few words about the budgetary aspect. Mr De Roover will be speaking on behalf of our group on the humanitarian aspect. In this context, I would remind you of the plea of a Jezidian Member of Parliament, whom we certainly have ears for. The situation today is reminiscent of the situation in 2011 when the government was also in current affairs and we decided in plenary under the same guise to launch an operation in Libya, because there were serious atrocities committed by Gaddafi. To this end, a motion for a resolution was adopted on a broad basis. Today there is again an almost unanimous majority, except for Ecolo-Green and PVDA-PTB. At the time, we met the principle of the Responsibility to Protect. You may remember that Gaddafi was at the gates of Benghazi, the stronghold he had said if he could take the city... (...) chasing the blade. At that time, President Sarkozy was sitting together with the UN Security Council and decided to start the operation. Then, a few days later, we pledged our support, together with an international coalition. There was a military action back then. I repeat this once again, also in response to the PVDA's opinion document. Mr Hedebouw, I understand that you want to stand up to our opinion. That's your right. However, if you quote me, I would like you to do the right thing. I said that the military aspect of the operation in Libya was a success story. We hit 98 percent of the target. Do you know the number of civilian casualties we've caused? That's why I'm reading all sorts of things you're writing. Today, about a hundred people are arguing in front of the Ministry of Defense. You refer to what is happening now as "ideological blinding" because civilian casualties will occur. Now, do you know how many civilian casualties the Belgian army has caused in the operation that took several months in Libya? Zero civilian casualties have been reported. Whatever you say about that, it's not right. There have been zero civilian casualties, and you can check with the Minister of Defence and the Minister of Foreign Affairs. Colleagues, is the proposed operation, that international engagement within the coalition, ideological blindness? I don't think so. Last time we acted under UN mandate, this time we are addressing an explicit question from the Iraqi Government. The Iraqi Government has only just been re-established and hopefully can bring stability again. Hopefully that government will be able to properly involve Sunnis in the government. There was a great deal of discontent about this. The previous Iraqi government paid far too little attention to Sunnis' besognes. So let us hope, under international pressure, with the support of the United States and of Europe, that Iraq will finally have a stable government that can meet the demands of the various population groups in Iraq. Is it ideological blindness to act now against atrocities, beheadings, mass rapes, trafficking in the human market? I don't think so. What the hell does that have to do with ideological blindness? In my opinion, it would be ideological blindness if we did the opposite. In the motion for a resolution, we are restricting ourselves to the operation in Iraq. Of course, that is understandable, as a clear question has come from the Iraqi Government. There won't be any from the Syrian government. It is clear that Syria is an even bigger wasp's nest than Iraq. Of course, one must be careful what one says. It can be said that the border between Iraq and Syria cannot be crossed. This will be particularly difficult to achieve in practice. I checked with military experts. If one flies with an F-16 at a speed of a thousand kilometers per hour, so to speak, while the largest movements of troops in the border area are taking place, then one must proceed pragmatically. I can only ask you, Minister, to instruct the general staff to be pragmatic in the operations we are going to carry out there. The border is very vague there. There are two failed states, there is no border control at all, there is nothing anymore, there are constant movements of troops around the border, so be flexible in that respect.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u9	Mr Francken, I do not know if I understand you correctly. You are a Member of Parliament.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u10	Mr De Vriendt interrupted Mr Francken in view of his candidacy for the Green Presidency.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u11	Minister, I had noticed that Mr De Vriendt wanted to interrupt Mr Francken and that he had no objection. I am in favour of a lively debate.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u12	I wish you every success in the Presidential elections.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u13	I'll come back to the essence. This is an important meeting: we decide on war or peace here. Mr Francken, you are a federal Member of Parliament. Have you called here for pragmatism and for the Belgian operation not necessarily to be limited to Iraq, but to regard the border between Iraq and Syria as not too fixed, leaving intervention in Syria as an option? If you do so, as a federal MEP, you will be calling here to violate international law. Intervention in Syria currently has no mandate from the United Nations and is not covered in any way by international law. If you call here, as a Member of Parliament, to violate international law, that is the best proof, Mr Francken, that you want war above all else and not a solution.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u14	Mr De Vriendt, you may not have listened carefully, and I will clarify it. The motion for a resolution is limited to Iraq, but I am asking for some pragmatism. Suppose there is an operation going on with our F-16s, that the troop movement of ISIS goes up and down the border and that the red card holder, the central commando at NATO or in the United States, gives the green light for that operation, then it should not be a game on the border. Then it must not be that IS is safe in one place and does what it wants, while it can suddenly be bombed ten meters across the border. If you insist on that aspect of international law, I tell you that you will never be given a mandate from the UN Security Council to act in Syria, you will never get it. Unlike you, we will not be held hostage by Russia and Putin. Look at what's going on in Ukraine. Putin is holding the UN Security Council hostage, Putin is constantly vetoing and that UN Security Council has been politically undermined, that is the problem. If it means that we can only engage internationally with a mandate from the United Nations, while Putin is constantly drawing the red card and vetoing it, then that is no longer useful for us. It is not the intention of international law that one person constantly says to the West that it should not intervene anywhere, because he does not like it. Mr De Vriendt, we do indeed have a different view of this.
ParlaMint-BE_2014-09-26-54-plenair-ip005x.u15	It is clear to us: we should not look at 10 metres more or less at the border between Iraq and Syria. I would like to formally ask those who have tabled and signed the motion for a resolution, particularly on the Flemish side CD&V, Open Vld and sp.a, whether they share that interpretation and that position of the N-VA or not.
