ParlaMint-BE_2014-11-06-54-plenair-ip014x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u2	Mr President, I would like to take the floor on the order of business. I want to address two elements and I will split them up to keep the conversation clear. Mr President, Mr Khattabi has put a question to the Prime Minister about the contradictory statements made by Deputy Prime Minister Reynders and Secretary of State Mr Sleurs on the savings made by the federal cultural and scientific institutions. It was not by chance that she had addressed that question to the Prime Minister. In fact, it is customary in Parliament, when two members of the government disagree very explicitly and in this case even roll on the streets, that the Prime Minister responds.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u3	Yes.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u4	Just before the beginning of the sitting, we heard, even though it is even different in the tables distributed to our banks, that you would have unilaterally decided to address that question to Minister Reynders.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u5	Yeah, absolutely.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u6	I would like to ask you about this, because that is absolutely not the custom.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u7	Mr Calvo, it is commendable that you are carrying the Prime Minister in such a way. If a minister is not present, he may be replaced by someone else, for example by a deputy prime minister, as agreed. Since the Minister responsible is here, I do not think we can do better than leave the Minister responsible to speak on this matter. Mr Calvo, I suggest that we leave it at that. I understand very well that you want to question anyone, but we respect the powers. I will give you the floor once more, Mr Calvo.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u8	If the Secretary of State says that there is no saving and the Deputy Prime Minister says that there is saving, then there is a disagreement. Who else but the Prime Minister can settle such a disagreement? Who else? Who's the Prime Minister? Mr Reynders, Mr Michel or Mrs Sleurs? In this House, it is customary for the Prime Minister to settle or respond to differences of opinion.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u9	I repeat that we will leave the Minister responsible to speak. If you think there is another problem, then you may be able to take the next step, but this incident is closed. What was your second point, Mr Calvo?
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u10	Mr President, this morning we read the newspaper articles on the welfare theft and LuxLeaks. I would remind you that this morning our group delivered a letter to you, to Mr Van Rompuy and to Mrs Lalieux concerning the organisation of hearings. Since it concerns several committees and Mr Van Rompuy brings together the Finance Committee at 4 p.m., I would like to draw your attention to that. I hope you have discussed this with Mr Van Rompuy so that the hearings on this scandalous affair can take place as soon as possible.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u11	I have seen this letter and I have approved it, but that is of course a matter for the committee chairmen, Mrs Lalieux and Mr Van Rompuy, who must enter into an agreement on that point.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u12	Mr Calvo, we have a sitting in Room 6 at 16:00 on the order of business of our Finance Committee. Each group is invited. I therefore propose that you raise that point there. We'll look into that.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u13	Mr President, of course I agree to convene the Committee on Infrastructure and to discuss the information published in the newspaper Le Soir. Since the Deputy Prime Minister is present, I will try to have him come to committee next week.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u14	Mr President, I assume that committee chairman Van Rompuy also received my letter this morning, asking for hearings to be held on the LuxLeaks. I also assume that there will be a large majority at 16:00.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u15	That's a problem that's been dealt with. We shall now proceed to the oral questions, including today's demonstration.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u16	Mr President, Prime Minister, I come back from De Brouckère Square, where I have been able to attend one of the biggest events of the last twenty years. More than 130 000 people gathered in Brussels, this is a figure that we haven't seen in a long time. This shows how deep the concern is in the head of all workers in Belgium. Many workers have told me about two measures that they find really unacceptable. First, there is your decision to apply an index jump for which, in a first phase, your government told us that it would not affect the workers. Then the government turned around and announced that it would be 130, 150 or 160 euros! Then there is the measure that wants people to work up to 67 when there are nearly 600,000 young people looking for work in our country! Prime Minister, my question is simple. In the last few weeks, you've kept saying that you're reaching out to social consultation, but I have to say that you want to be strong. You challenged the trade unions, you said it would be difficult for them to mobilise the workers. The street proves the opposite today! I'd like to call you to reason. I would like to call on this government of the right to a halt of lucidity. The social movement will not weaken in the coming weeks. The social movement is just beginning. In the past, he has managed to push back more than one minister, more than one government and, more specifically, a right-wing government. Mr Prime Minister, do you intend to step back in order to put in place a policy that really serves workers and not a policy that serves all your friends, whom we can call today incivians, who have gone to Luxembourg to escape the tax system and who are helping to ruin our national economy?
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u17	Mr President, I would like to speak to the colleague of the PTB-GO! Tell him to enjoy this moment. That's not common. In the new setting of the President-in-Office, you must remain there and we can systematically look each other in the eye. I will do that to you, because after hearing your speech, I find that the class struggle is alive and well. I wanted to start with a quote from a Dutch PVDA member, Mr van Dam, who said: "The people prefer the inconveniences of the status quo over fear of change." I think that this quote contains a lot of truth and shows a certain sense of conservation, a certain conservatism, especially in difficult times. That happens in a spirit of wanting to preserve what one has, the acquired rights, without too much shock and without too much change, because that is what one is afraid of. Let me take a look at the fellow officers of the N-VA. It is not the power of change that is being preached here, but the fear of change. I understand that reflex, but I think he's wrong. Those who do not adapt to a globalised economy are adapted, and often with much harder shocks and with greater inconveniences. Soft healers make stinky wounds. Today it is about the purchasing power of the people who work. In this respect, let us agree on creating more jobs; then we will create more purchasing power. Let us talk about working a little longer, for people who are healthy; then we will create more purchasing power. I'm looking at you, Prime Minister. Your government has democratic legitimacy. You have gained Parliament's confidence on the basis of a recovery programme. You are supported by four parties which, moreover, have made progress in the last four elections. You may doubt that, but the four parties that support this coalition have all made progress in the elections, to the regret of whom it envies. A government needs not only democratic legitimacy but also moral legitimacy. Prime Minister, I think you should constantly explain what you are doing and go into confrontation and dialogue with those who are testing your policy today. That is the point of social dialogue. Today we have received a signal from more than 100 000 people who have come to Brussels to speak. My question is how will you organise this social dialogue in concrete terms?
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u18	Mr President, Prime Minister, I also come back from the demonstration. You didn't participate, but you know that more than 125,000 people from all over the country, worried, shocked, angry, afraid of not being able to get out of it tomorrow, of not having enough purchasing power, have demonstrated today on the street. The number is huge! You must know this: austerity harms people, the economy, only to preserve the wealthy. Even economists and your Minister of Finance recognize that there will be a loss of purchasing power. Your measures contribute to social regression, to the accentuation of inequalities. If the information I have is correct, you invited the unions at 5:00 p.m., but to tell them what? Prime Minister, you need to listen to citizens' demands and be responsive. With a view to relaunching the dialogue, I ask you to tell them that you will give up the index jump. It's not too late. It's time, Prime Minister!
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u19	Prime Minister, what more do you need to open your eyes? Today, more than a hundred thousand people are arguing against your government and against your policies. Why are they on the streets, Prime Minister? Because they think it is unfair that they, the ordinary families, should cover your expenses and because you do not make your savings on the big capital, not on the big assets, not even on the fraudsters and on the big shareholders. That's why people are coming out today. Prime Minister, you say that the index jump is needed to create jobs. This is an immediate response to Mr Dewael's statement. Of course we are in favour of change, but the index jump has already been tried out, Mr Dewael. If you would like to listen, all studies indicate that with an index jump, jobs are created much less than if one were to come to the change now, a very targeted wage burden reduction would be implemented, funded by a tax on the profits of the large assets. All the studies show that. They create a lot more jobs with that. Then let the change apply and do so, Prime Minister: also address the great capabilities for your policies to create more jobs. Do not affect the purchasing power of ordinary families, because that will be negative. Prime Minister, I do not need to say any more; the people on the street have already said it all today. First of all, Prime Minister, I hope that you will take the signal that has been given today seriously. Really serious. It is not just the trade unions who have argued, today the ordinary people also came out on the street. I hope you take that signal seriously. Secondly, I hope you are also prepared to review all the savings you have planned, as well as the index jump. Thirdly, I hope that you will also appeal to the great powers and the fraudsters to share fairly the burdens we face today.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u20	Mr President, Prime Minister, ladies and gentlemen, today's mobilisation is massive. There are tens of thousands of people on the street, citizens of all professional categories, families, pensioners, who do not understand the measures decided on in terms of pensions or wages – planed –, health care – more expensive – or taxes – increased. They are angry, Prime Minister, because you are presenting the situation to them by asking them to do more. Yet you are talking to people who are already doing a lot of work and who are paying their taxes. It is all the more shocking when, today, wealthy Belgian personalities, big companies, multinationals are pointed to escape 90% of the tax thanks to tax engineering. Not all street protesters have the capacity to build a golden future in Luxembourg or in any other tax haven. I recently heard your Finance Minister – absent today – proclaim that "25 euros a month, 300 euros a year are peanuts". Prime Minister, let me tell him that, for families, even when both parents work, this money can be very valuable when it is impossible for them to tie both ends at the end of the month. Prime Minister, yes, it is clear that reforms are needed. At the same time, the measures you have chosen lead to a decrease in purchasing power, thus a decrease in consumption; they are clearly counterproductive. The unions say so, but not only them, I am thinking of the Union des Classes Moyennes (UCM), Bruno Colmant or the IMF, which cannot be accused of driving for the left. In the face of this mobilization, Prime Minister, the government cannot remain deaf, blind and mute. Where's that tense hand you've been announcing for four weeks? What consultation schedule, what measures do you intend to table on the negotiating table to propose more fairness in efforts? What initiatives will you take to achieve more tax justice in Belgium, but also at European level, in terms of tax harmonisation?
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u21	Mr Prime Minister, ladies and gentlemen, our Group Ecolo-Groen has just returned. We didn't just happen to be at the Stock Exchange, where the trouble started. The people who have been on the streets today are still paying the price for the financial crisis that you were unable to manage properly, Mr Reynders. We stood there because we wanted to give the people who came on the streets today a heartbeat. We wanted to say very clearly to them that, unlike the governments in our country, we are on their side. I was there, Mr Dewael, and I can better estimate who was present and why they were on the streets. I have not seen a demonstration of conservative, fearful people; quite the contrary. What you're saying there is pertinently incorrect. You weren't there, and you'd better not talk about it. What I have seen is that conservatism and radicalism are in your government and your majority, but not among the people who just got out on the street. I've seen a lot of young people. I have not only seen people who say that they absolutely want to take a bridge pension next year. I've seen a lot of young people worried about the future. Of course, there were a lot of union shirts. Of course, there were many green, red and blue hoes. But there were also nurses, teachers and conductors. There were also a lot of people without a union membership card. Together they were 120 000. Prime Minister, you can only give them an answer. We can only ask questions from the opposition. You're the captain of the Belgian boat. The ball is now in your camp. You'll see the unions at 5:00 p.m. What will your answer be? What do you do with 120,000 people on the street? What signal will you give later? Prime Minister, if you really want to give social dialogue a chance, you will have to withdraw a number of measures. You must say that you will not make the index jump. You must say, then, that this wage freeze will not come. You must say that the tax shift will be there. If you do that, people will come to the streets, not to argue, but to applaud, because that would mean that reform in our country can also be done in a green and social way. That is our conviction and the conviction of all those protesters, Mr Dewael.
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u22	Mr Prime Minister, ladies and gentlemen, many people have raised questions and concerns today. The more than 100 000 protesters today are the interpreter of these concerns, especially because they are called upon to make difficult efforts, such as an index jump. However, this index jump is largely compensated by the government for the low incomes and middle incomes; the minimum income is even up 1 % net. This is done to protect the purchasing power of the lowest incomes. There are important social corrections to that index jump. That index jump should be used to create jobs. That's what we and the government need to do: jobs, jobs, and jobs. Giving more people a job is the best purchasing power increase and the best guarantee for affordable social security. We therefore expect a clear commitment from employers that the resources released by the index jump will be used to protect jobs and create new jobs. It would be best for the government to consult with the social partners as soon as possible, resulting in clear agreements on how and at what level in each sector the resources are used in the best possible way to accelerate the creation of jobs. That is our agreement with the people we are calling for. We ask that the funds released be used for work after consultation. It's not a gift for the employers. We ask them to take up their responsibilities and use the resources for more jobs. The index jump is therefore not conditional for us. The use of the funds released must be clearly at the heart of the social dialogue over the coming weeks and months. We don't want a social blackout. You'll be receiving the unions soon. We ask you to bring all partners around the table as soon as possible. What initiatives will you take to bring the social partners to the table and what agenda will you propose?
ParlaMint-BE_2014-11-06-54-plenair-ip014x.u23	Mrs Onkelinx, Mr Di Rupo, I am glad that you are in the hemisphere now, because I understand that you have also argued against the consequences of your policy. Prime Minister, I note that there is unrest. There is unrest among those who have argued today. However, there is also concern about those who have not argued today, concerns about their job, about the economy and about the consequences of the actions that are taking place today. So there is concern on both sides. Ladies and gentlemen, I believe that we must overcome this concern. That is our task, the task of the government, which is finally taking courageous decisions. It is up to us to explain why we are implementing the reforms. Prime Minister, I understand that you will be meeting with the trade unions at five o'clock. It is up to us to explain why we are reforming. We do not reform, because we find it so funny, we reform, because it just has to be. Why do you have to do that? Mr Tobback said it in 2013, we have to be honest with the people. The politicians must finally be honest with the people. We have to say we're not getting there with the Silver Fund. We will have to take a number of measures to ensure that social security is affordable and that our children and grandchildren have a pension later on. Prime Minister, my question to you is what is the agenda for social dialogue? It is the first or second time you have received the social partners. I believe in social dialogue. That is also very clear in the coalition agreement. You probably have an agenda for social consultation. Can you tell me more about that?
