Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Guest	notMP	Minister	-	-	-	-	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Guest	notMP	Minister	-	-	-	-	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-002-002	ParlaMint-CZ_2020-11-05-ps2017-064-01-002-002.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/002	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
