Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Guest	MP	notMinister	-	-	-	-	LukasWagenknecht	Wagenknecht, Lukáš	M	-	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	StanislavJuranek.1956	Juránek, Stanislav	M	1956	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2020-03-03-ps2017-041-01-003-002	ParlaMint-CZ_2020-03-03-ps2017-041-01-003-002.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-03	2020-03-03	Lower house	ps2017	-	ps2017/041	ps2017/041/01	ps2017/041/002	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
