Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Guest	notMP	Minister	-	-	-	-	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	RadekHolomcik.1985	Holomčík, Radek	M	1985	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelStanek.1967	Staněk, Pavel	M	1967	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelStanek.1967	Staněk, Pavel	M	1967	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PavelStanek.1967	Staněk, Pavel	M	1967	
ParlaMint-CZ-en_2020-12-02-ps2017-072-02-002-345	ParlaMint-CZ_2020-12-02-ps2017-072-02-002-345.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-12-02	2020-12-02	Lower house	ps2017	-	ps2017/072	ps2017/072/02	ps2017/072/345	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
