Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JosefKott.1970	Kott, Josef	M	1970	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-01-29-ps2017-040-06-015-058	ParlaMint-CZ_2020-01-29-ps2017-040-06-015-058.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-01-29	2020-01-29	Lower house	ps2017	-	ps2017/040	ps2017/040/06	ps2017/040/058	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
