Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Regular	notMP	Minister	-	-	-	-	LubomirMetnar.1967	Metnar, Lubomír	M	1967	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadekKoten.1965	Koten, Radek	M	1965	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaCernochova.1973	Černochová, Jana	F	1973	
ParlaMint-CZ-en_2020-10-23-ps2017-062-04-002-355	ParlaMint-CZ_2020-10-23-ps2017-062-04-002-355.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-23	2020-10-23	Lower house	ps2017	-	ps2017/062	ps2017/062/04	ps2017/062/355	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
