Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Guest	notMP	Minister	-	-	-	-	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PetrDolinek.1981	Dolínek, Petr	M	1981	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	PetrTresnak.1983	Třešňák, Petr	M	1983	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JaroslavHolik.1953	Holík, Jaroslav	M	1953	
ParlaMint-CZ-en_2020-09-30-ps2017-058-06-002-100	ParlaMint-CZ_2020-09-30-ps2017-058-06-002-100.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-09-30	2020-09-30	Lower house	ps2017	-	ps2017/058	ps2017/058/06	ps2017/058/100	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
