Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MariePencikova.1979	Pěnčíková, Marie	F	1979	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	IvanAdamec.1960	Adamec, Ivan	M	1960	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanSchiller.1972	Schiller, Jan	M	1972	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekElfmark.1978	Elfmark, František	M	1978	
ParlaMint-CZ-en_2020-06-17-ps2017-049-09-010-041	ParlaMint-CZ_2020-06-17-ps2017-049-09-010-041.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-17	2020-06-17	Lower house	ps2017	-	ps2017/049	ps2017/049/09	ps2017/049/041	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
