Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-011-028	ParlaMint-CZ_2020-03-10-ps2017-041-05-011-028.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/028	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
