Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Guest	MP	notMinister	-	-	-	-	VladislavVilimec.1963	Vilímec, Vladislav	M	1963	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Guest	MP	notMinister	-	-	-	-	VladislavVilimec.1963	Vilímec, Vladislav	M	1963	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Guest	notMP	notMinister	-	-	-	-	JiriRusnok.1960	Rusnok, Jiří	M	1960	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-03-10-ps2017-041-05-001-005	ParlaMint-CZ_2020-03-10-ps2017-041-05-001-005.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-03-10	2020-03-10	Lower house	ps2017	-	ps2017/041	ps2017/041/05	ps2017/041/005	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
