Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Guest	MP	notMinister	-	-	-	-	AnnaHubackova.1957	Hubáčková, Anna	F	1957	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u16	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2020-11-10-ps2017-062-07-002-512	ParlaMint-CZ_2020-11-10-ps2017-062-07-002-512.u17	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-10	2020-11-10	Lower house	ps2017	-	ps2017/062	ps2017/062/07	ps2017/062/512	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
