Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2020-04-22-ps2017-045-02-011-003	ParlaMint-CZ_2020-04-22-ps2017-045-02-011-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-04-22	2020-04-22	Lower house	ps2017	-	ps2017/045	ps2017/045/02	ps2017/045/003	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
