Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	IvanBartos.1980	Bartoš, Ivan	M	1980	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MartinKupka.1975	Kupka, Martin	M	1975	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2020-11-05-ps2017-064-01-000-000	ParlaMint-CZ_2020-11-05-ps2017-064-01-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-05	2020-11-05	Lower house	ps2017	-	ps2017/064	ps2017/064/01	ps2017/064/000	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RadekVondracek.1973	Vondráček, Radek	M	1973	
