Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Regular	notMP	Minister	-	-	-	-	MarieBenesova.1948	Benešová, Marie	F	1948	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2020-11-12-ps2017-062-09-004-513	ParlaMint-CZ_2020-11-12-ps2017-062-09-004-513.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-12	2020-11-12	Lower house	ps2017	-	ps2017/062	ps2017/062/09	ps2017/062/513	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
