Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JanHrncir.1977	Hrnčíř, Jan	M	1977	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Regular	MP	notMinister	SPD	Freedom and Direct Democracy - Tomio Okamura	-	Right to far-right	TerezaHythova.1995	Hyťhová, Tereza	F	1995	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u12	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u13	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u14	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JanHrncir.1977	Hrnčíř, Jan	M	1977	
ParlaMint-CZ-en_2020-10-21-ps2017-062-02-005-004	ParlaMint-CZ_2020-10-21-ps2017-062-02-005-004.u15	Parliament of the Czech Republic, Chamber of Deputies, 2020-10-21	2020-10-21	Lower house	ps2017	-	ps2017/062	ps2017/062/02	ps2017/062/004	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
