Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Regular	notMP	Minister	-	-	-	-	MiroslavToman.1960	Toman, Miroslav	M	1960	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JaroslavHolik.1953	Holík, Jaroslav	M	1953	
ParlaMint-CZ-en_2020-11-11-ps2017-062-08-002-999	ParlaMint-CZ_2020-11-11-ps2017-062-08-002-999.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-11-11	2020-11-11	Lower house	ps2017	-	ps2017/062	ps2017/062/08	ps2017/062/999	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
