Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarlaSlechtova.1977	Šlechtová, Karla	F	1977	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBeitl.1966	Beitl, Petr	M	1966	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JaroslavHolik.1953	Holík, Jaroslav	M	1953	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-02-13-ps2017-040-11-006-192	ParlaMint-CZ_2020-02-13-ps2017-040-11-006-192.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-02-13	2020-02-13	Lower house	ps2017	-	ps2017/040	ps2017/040/11	ps2017/040/192	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
