Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u1	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u2	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Guest	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u3	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u4	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	MiloslavaVostra.1965	Vostrá, Miloslava	F	1965	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u5	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u6	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MilanFeranec.1964	Feranec, Milan	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u7	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u8	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u9	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u10	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2020-06-02-ps2017-049-05-005-012	ParlaMint-CZ_2020-06-02-ps2017-049-05-005-012.u11	Parliament of the Czech Republic, Chamber of Deputies, 2020-06-02	2020-06-02	Lower house	ps2017	-	ps2017/049	ps2017/049/05	ps2017/049/012	COVID	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
