Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u916	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u917	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PajtićBojan	Pajtić, Bojan	M	1970	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u918	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u919	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	LapčevićMilan	Lapčević, Milan	M	1969	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u920	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u921	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	VučićAleksandar	Vučić, Aleksandar	M	1970	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u922	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u923	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	VučićAleksandar	Vučić, Aleksandar	M	1970	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u924	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u925	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	VučićAleksandar	Vučić, Aleksandar	M	1970	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u926	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u927	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	VučićAleksandar	Vučić, Aleksandar	M	1970	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u928	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u929	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	VučićAleksandar	Vučić, Aleksandar	M	1970	
ParlaMint-RS-en_2016-08-09-0	ParlaMint-RS_2016-08-09-0.u930	Term 11, Meeting p1	2016-08-09	Unicameralism	11. mandat	-	Zasedanje p1	2016-08-11	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	GojkovićMaja	Gojković, Maja	F	1963	
