Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	KoprivnikarBoris	Koprivnikar, Boris	M	1966	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	VerbičDušan	Verbič, Dušan	M	1952	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SD	Social Democrats	Coalition	Centre-left	ŠkoberneJan	Škoberne, Jan	M	1987	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	ZL	United Left	Opposition	Left	TrčekFranc	Trček, Franc	M	1969	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u10	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NSi	New Slovenia – Christian Democrats	Opposition	Centre-right	VrtovecJernej	Vrtovec, Jernej	M	1985	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u11	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
