Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u2	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирОлександровичЗеленський.1978	Zelens'kyj, Volodymyr Oleksandrovyč	M	1978	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u3	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Chairperson	MP	notMinister	-	-	-	-	РусланОлексійовичСтефанчук.1975	Stefančuk, Ruslan Oleksijovyč	M	1975	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u4	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Regular	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u5	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u6	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Guest	notMP	notMinister	-	-	-	-	ВолодимирПетровичКрижанівський.1940	Kryžanivs'kyj, Volodymyr Petrovyč	M	1940	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u7	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u8	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Regular	MP	notMinister	frSN	Servant of the People Faction	Coalition	Centre	ОльгаВолодимирівнаКоваль.1991	Koval', Ol'ha Volodymyrivna	F	1991	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u9	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Chairperson	MP	notMinister	SN	Servant of the People	-	Centre	ДмитроОлександровичРазумков.1983	Razumkov, Dmytro Oleksandrovyč	M	1983	
ParlaMint-UA-en_2021-08-24-m0	ParlaMint-UA_2021-08-24-m0.u10	Ukrainian parliamentary corpus ParlaMint-UA-en, term 9, session 6, sitting day 2021-08-24, n0	2021-08-24	Unicameralism	9	6	-	2021-08-24	-	COVID	English	Regular	notMP	Minister	-	-	-	-	ЮліяАнатоліївнаЛапутіна.1967	Laputina, Julija Anatoliïvna	F	1967	
