ParlaMint-BE_2015-05-07-54-plenair-ip044x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u2	Mr President, Minister, ladies and gentlemen, the development of e-commerce in Belgium is currently in an exponential phase, as is the case throughout Europe. For information purposes, 61% of the Belgian population has already made an online purchase with an average monthly expenditure of 161 euros per capita, with a high rate of satisfaction for users of this mechanism. Unfortunately, 42 per cent of the expenditure is outside our country. Just a quarter of the websites are based in Belgium. This represents almost 2.5 billion in terms of taxes levied by Belgium and 8 000 jobs are located outside our borders. There are several reasons for the low presence of enterprises in the e-commerce sector, mainly because the regulation of night work is quite rigid in our country. Indeed, from 8 p.m. onward, it is difficult to implement this, whereas in the Netherlands, France and Germany nighttime hours are much more flexible. Minister, customers want a J+1 delivery. They order between 5:00 p.m. and midnight and hope to receive their package the next day. Often, when ordering abroad, they receive their parcels more quickly than by commanding them in Belgium, because the workers cannot take the night. It's quite paradoxical. Minister, you have recently met with the social partners. What have been the avenues developed with the social partners to solve this problem? What do you intend to do to repatriate this important economic activity to our country?
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u3	Mr President, ladies and gentlemen, Mr Clarinval, you are right, e-commerce is flourishing in Belgium. It is for this reason that my fellow Members, Messrs. Alexander De Croo and Willy Borsus organized a platform to stimulate e-commerce in Belgium. You are also right about the fact that problems need to be solved. One of these problems is night work. I organised a round table to discuss it and find a solution with the social partners. This meeting took place on Tuesday. We met with trade unions and other organizations in the distribution and logistics sector. I'm very positive. All the social partners agreed on the importance of e-business in creating employment. They want to find appropriate solutions, particularly in the e-commerce sector and in night work. We have found that we need to look at other technical solutions. We planned another round table in June to discuss the organisation of night work with the social partners, particularly in the e-commerce sector.
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u4	Mr President, Minister, I am very pleased to hear that the social partners are open to reflection on the subject. It is not only about the future in economic and social terms, but also in terms of our state's revenue. I look forward to your insight so that an agreement with the social partners can be reached quickly and a pact can be signed with a view to repatriating this fundamental activity for development in Belgium.
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u5	Mr President, Mr Minister, ladies and gentlemen, according to the press, tomorrow you will be looking at a preliminary draft which could lead to the privatization of Proximus and bpost. It must be clear: going below the 50% threshold of shares held by the state is a politically correct language to hide your will to sell these two companies. For the Socialist Group, this is an aberration because these companies derive their strength, in particular, from the presence of a majority and stable public shareholder, who defends the general interest and forces investments and long-term strategic orientations. Do I have to remind you that these two companies are leaders in their sector? Mr President, we have recently received Mrs Leroy and our former colleague, Mr Leroy. From Clerck, right here. They argued and demonstrated that ownership should not be affected. Minister, privatizing is a strictly ideological choice that aims to increase the profits of shareholders. Privatizing public enterprises means making them seek profit at all costs. My group is concerned about the employment in these enterprises and about the quality of services offered to citizens and their accessibility to all. There is also a risk that the salaries of the leaders will fly again. The Prime Minister had opposed it here in November, in the case of Proximus in particular. This privatisation may also lead to the departure abroad of the decision-making centre of this strategic enterprise. Minister, why do you want to privatize these two large public companies? What are the short-, medium- and long-term economic arguments that your government can make to parliament in favour of privatization? What are also the short-, medium- and long-term industrial arguments that you can put forward here in Parliament in favour of this privatisation? Is it a fiscal incentive inspired by a policy of nose on the handlebars that drives you to deprive yourself of substantial annual dividends? Finally, do you have any certainty that privatization will not result in loss of staff, the departure of decision-making centres abroad in cutting-edge sectors, technological development and access to this technology? Is this your conception of Belgium?
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u6	Mr President, Minister, we have heard about this project of continuing the privatization of bpost and Proximus. The list of privatizations or strategic consolidations, according to the name given to them, is long in Belgium. The CGER in 1993, the SNI in 1994, Belgacom in 1995, the Sabena in 1995, the SNCI in 1995, etc. I am not going to draw up this whole long list here or I am going to exhaust all my speaking time. What are the winners of these privatization operations? To know this, we must read not Solidaire, the newspaper of the PTB, but the newspaper De Tijd, which at the time of La Poste's stock market entry said that the only one to find his interest in La Poste's stock market entry was CVC, the private shareholder of bpost. Indeed, bpost dividends increased from €42 million in 2006 to €390 million in 2011. Who paid this dividend increase? The losers of this privatisation operation! There are three categories of losers. There's the staff. To take the example of La Poste, they have increased from 35,000 to 28,000 in five years. There are also users. Only one figure: the number of post offices has increased from 1,300 to 700. The third loser is the State. The best example is the CGER, which for a hundred and thirty years worked smoothly as a public bank. It took only ten years of privatization under the Fortis brand to sink, to be on the brink of bankruptcy and to force the state to become heavily indebted to help it. The PTB has clearly always been against privatization, regardless of the government that leads them. Before conducting this privatisation, do you commit to conducting an impact study on all privatisations that have taken place so far to know the real cost, including hidden costs, to the population, as well as in terms of job losses and salaries for staff?
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u7	Deputy Prime Minister, according to an article in L'Echo, this Friday the Council of Ministers will consider an amendment to the Act of 21 March 1991 reforming certain public undertakings in order to allow the State to dispose of its participation in Proximus and bpost. It appears that the purpose of this amendment is to remove the provisions that prevent the sale of the State's shares in these undertakings. This will repeal the rule prohibiting the government from reducing its shareholding below the 50% capital threshold plus one share. If the government decided to sell its shares in Proximus, the transaction would earn six billion euros, while the privatization of bpost would generate nearly two and a half billion euros. My questions are as follows, minister. Is a project really in preparation? If so, will it be discussed tomorrow in the Council of Ministers? What exactly does this text contain? Is a privatisation of Proximus and bpost on the agenda? Is there an identical strategy for these two companies that are very different? What will be the budgetary impact of selling these assets? Will the reduction in dividends be met by the reduction in the burden of interest on the debt? Has an impact assessment in terms of employment and staff status been carried out? Finally, what will be the impact of this possible privatization?
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u8	Mr President, Minister, do you not think that EUR 155 million net for your budget is more important or can this be found in the budget negotiations? The proposal put forward by Minister De Croo costs 155 million euros. Today, Proximus' shares yield EUR 400 million net dividend per year. If the sale of those shares reduces public debt by 8 billion euros, the calculation was made very quickly with an interest rate of 0.62 %. I'll give you the calculation later. You have an economic education. Then I do not understand why, on the basis of probably a wet liberal dream to proceed to blind liberalisation and privatisation of those state-owned companies, you are not using the calculator you should have been an economist. Other colleagues have already said this, and I am looking at the CD&V colleagues in this regard. Also the chairman of the board, Mr De Clerck, does not ask the government not to do so and not to withdraw from Proximus, but to invest and innovate and to pay attention to employment and the social objective. This government, of which you are still a member, Mr Peeters, may be of concern to you too, so just listen, now says that the wet liberal dream must be realized. Mr Deputy Prime Minister, do you still intend to proceed with this privatisation, even if you know that this will cost the taxpayer and the families who will have to pay the invoice a great deal of money, or are you prepared, as a good family father, to bring up your calculator and to re-create the calculation?
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u9	Mr Deputy Prime Minister, the reason for this question was the famous newspaper article in L.Echo and De Tijd. I am surprised by the surprise of a number of fellow Members. The government agreement states that the legal obligation to hold a majority share will be deleted. In fact, our group tabled a proposal in the last parliamentary term by Sabien Lahaye-Battheu and now again by myself and a colleague. For the sake of clarity, Mr Geerts, this is not a wet ideological dream for us, let alone a financial calculation, which is obviously the most important thing for you. The real commitment of the debate is this. These are two public undertakings which have to operate in a highly competitive market. Today they are subject to many rules which make it particularly difficult for them. They even have to work with politically appointed boards of government. That's the problem. At the same time, the consumer is the victim, because state-owned companies keep the market closed. Those closed markets cause too high prices. We've seen that this week. Proximus announces a price increase of 6%. Telenet announced a 5% price increase a few months ago. Who's the victim of that? The consumer. That's why this has to change. Mr Geerts also says that this is not a good-house father mentality. Mr Geerts, are you homesick about the time when the real family father had to knock on the right membership card to get a phone connection to the RTT? That's what you want back. This is socialism of the 20th century. We must look forward. Ladies and gentlemen, free competition with good rules always benefits consumers. Mr Minister, will you finally get rid of the political appointments on the boards of these state-owned companies? When will you delete the legal obligation to hold a majority share?
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u10	Mr President, ladies and gentlemen, thank you for these questions. I have read, like you, the newspaper saying that we are reforming the law of 21 March 1991 on public undertakings. Like Mr Van Quickenborne, I do not understand the swell very well, unless the opposition would not have read the coalition agreement, or would not have listened if I had made my policy statement. I made it very clear at the time that a reform of the 1991 law is insisting. This reform is particularly important for listed companies and companies operating in a competitive environment. It is true that we are in the process of carrying out technical studies. Once they are finalized, I will submit the proposals to the Council of Ministers as soon as possible. Then I'll come and expose them to Parliament. I wish to express my views on the objectives of the work we are currently undertaking. Proximus and bpost are solid companies. They are strong, among other things, thanks to the enormous efforts made by the workers of the two companies to modernise the two companies. These companies work in markets that are experiencing incredible flows. For example, for bpost, for the previous three months, the volume of packages increased by 10%. This market is falling in some areas, but there is huge growth in others. What's my objective? That is that these two strong companies can remain strong companies. This is to the benefit of the consumer, but also of the employment of the two companies. I'm working on three domains. The first domain concerns the organisational constraints that exist today. They ensure that bpost and Proximus actually have to start lagging behind in the competition with ordinary private companies they face. It goes without saying that the rights acquired will be taken into account, but it also seems logical to me that the social dialogue should take a decision on them. The second domain concerns corporate governance. In this respect, a number of rules currently apply which do not apply at all to other companies and, for example, to listed companies. This means, indeed, that this will be the end of political appointments by the Council of Ministers. In other words, the aim is that in the future the Council of Ministers will no longer make appointments to the Boards of Directors. I have the feeling that some people regret it, but that will be the proposal that will be put on the table. It is true that we want to avoid direct intervention in this area. A third element. It is true that consideration is being given to creating a framework in which it may be possible to fall below 50% in terms of participation. Possibly. The possibility is created. The debate or one will do so, in what circumstances and in what direction is another debate. Today we are creating the opportunity. Honestly, I am somewhat surprised by the criticism of the conservative left. Your glorification of the state is still moving. I will paraphrase a person who said: "I have no ideological blockage about it. I'm not bragging about keeping the 51%." Who said that? It was Paul Magnette on January 12, 2013. Dear friends of the PS, I fully agree with Mr. Magnette. Neither do we rob ourselves in ideological thinking. Not at all! It's not an ideological thought. It is an option that we have to act in the direction of consumers and workers in this society. This is the work that this government will do: to ensure that these companies can fight with equal weapons.
ParlaMint-BE_2015-05-07-54-plenair-ip044x.u11	Mr Minister, we are therefore well on our way to the privatisation of Proximus and bpost. As Mr. Van Quickenborne: "This is not a surprise, we want to do it". Minister, you will appear before Parliament to discuss this matter, in accordance with your commitment. On the other hand, you say, as has already been so often the case, that everything will be better after, as if everything were going so badly, today. We are faced with two leading companies that we like to recognize the merits and successes. And we know what happens after privatisation: redundancies, rising prices and less accessibility for all. You say that the government will no longer intervene in these areas, yet so important and you add that it is better for politicians not to deal with them anymore! In this way, you discharge your responsibilities. I would like here to congratulate Mr Magnette on his openness and his freedom of mind. He commits himself in his personal capacity. I invite you to do as he does, to open your mind and not always refer to an ideology of the 1980s. In conclusion, the Socialist Group will oppose the privatisation of these two companies.
